nameFirst,nameLast,weight,height,debut,BMI
Frank,LaCorte,180,73,1975,24.3197598
Steve,Dillard,180,73,1975,24.3197598
Lee,Mazzilli,180,73,1976,24.3197598
Mark,Lemongello,180,73,1976,24.3197598
Rob,Wilfong,180,73,1977,24.3197598
Gary,Serum,180,73,1977,24.3197598
Randy,Miller,180,73,1977,24.3197598
Rick,Williams,180,73,1978,24.3197598
Jim,Beswick,180,73,1978,24.3197598
Ross,Baumgarten,180,73,1978,24.3197598
Barry,Evans,180,73,1978,24.3197598
Harry,Spilman,180,73,1978,24.3197598
Wayne,Krenchicki,180,73,1979,24.3197598
Tom,Wiedenbauer,180,73,1979,24.3197598
Terry,Felton,180,73,1979,24.3197598
Steve,Howe,180,73,1980,24.3197598
Ernie,Camacho,180,73,1980,24.3197598
Ozzie,Virgil,180,73,1980,24.3197598
Joe,Pittman,180,73,1981,24.3197598
Rick,Leach,180,73,1981,24.3197598
Casey,Parsons,180,73,1981,24.3197598
Brad,Havens,180,73,1981,24.3197598
Ray,Searage,180,73,1981,24.3197598
Mark,Bradley,180,73,1981,24.3197598
Tom,Brennan,180,73,1981,24.3197598
Ben,Hayes,180,73,1982,24.3197598
Lorenzo,Gray,180,73,1982,24.3197598
John,Rabb,180,73,1982,24.3197598
Lee,Tunnell,180,73,1982,24.3197598
Gary,Redus,180,73,1982,24.3197598
Craig,Lefferts,180,73,1983,24.3197598
Steve,Lake,180,73,1983,24.3197598
Stan,Clarke,180,73,1983,24.3197598
Frank,Williams,180,73,1984,24.3197598
Kurt,Kepshire,180,73,1984,24.3197598
Rex,Hudler,180,73,1984,24.3197598
Mike,Trujillo,180,73,1985,24.3197598
Ernie,Riles,180,73,1985,24.3197598
Bob,Hegman,180,73,1985,24.3197598
David,Cone,180,73,1986,24.3197598
Benito,Santiago,180,73,1986,24.3197598
Jay,Bell,180,73,1986,24.3197598
Billy,Ripken,180,73,1987,24.3197598
Jeff,Pico,180,73,1988,24.3197598
Darryl,Hamilton,180,73,1988,24.3197598
Terry,Taylor,180,73,1988,24.3197598
Kent,Anderson,180,73,1989,24.3197598
Mickey,Weston,180,73,1989,24.3197598
Mike,Huff,180,73,1989,24.3197598
Jeff,Baldwin,180,73,1990,24.3197598
Reggie,Harris,180,73,1990,24.3197598
Travis,Fryman,180,73,1990,24.3197598
Mike,Magnante,180,73,1991,24.3197598
Jeff,Fassero,180,73,1991,24.3197598
Andy,Ashby,180,73,1991,24.3197598
Frank,Castillo,180,73,1991,24.3197598
Jose,Hernandez,180,73,1991,24.3197598
John,Vander Wal,180,73,1991,24.3197598
Henry,Rodriguez,180,73,1992,24.3197598
Joe,Millette,180,73,1992,24.3197598
Reggie,Williams,180,73,1992,24.3197598
Brent,Gates,180,73,1993,24.3197598
Jose,Mercedes,180,73,1994,24.3197598
Orlando,Miller,180,73,1994,24.3197598
Brad,Clontz,180,73,1995,24.3197598
Roger,Bailey,180,73,1995,24.3197598
Brian,Keyser,180,73,1995,24.3197598
Rick,Krivda,180,73,1995,24.3197598
Mike,Hubbard,180,73,1995,24.3197598
Chris,Snopek,180,73,1995,24.3197598
Donne,Wall,180,73,1995,24.3197598
Rick,DeHart,180,73,1997,24.3197598
Eddie,Gaillard,180,73,1997,24.3197598
Pete,Rose,180,73,1997,24.3197598
Eli,Marrero,180,73,1997,24.3197598
Rich,Butler,180,73,1997,24.3197598
Mike,Grzanich,180,73,1998,24.3197598
Jose,Nieves,180,73,1998,24.3197598
Juan,Alvarez,180,73,1999,24.3197598
Travis,Dawkins,180,73,1999,24.3197598
Jason,Phillips,180,73,2001,24.3197598
Kiko,Calero,180,73,2003,24.3197598
Kevin,Ohme,180,73,2003,24.3197598
Matt,White,180,73,2003,24.3197598
Mike,Edwards,180,73,2003,24.3197598
Brian,Dallimore,180,73,2004,24.3197598
Felix,Diaz,180,73,2004,24.3197598
Sean,Burnett,180,73,2004,24.3197598
Dave,Krynzel,180,73,2004,24.3197598
Jeremy,Sowers,180,73,2006,24.3197598
Mauro,Zarate,180,73,2007,24.3197598
Troy,Patton,180,73,2007,24.3197598
Steven,Register,180,73,2008,24.3197598
Edwin,Maysonet,180,73,2008,24.3197598
Mitch,Talbot,180,73,2008,24.3197598
Carlos,Torres,180,73,2009,24.3197598
Alan,Johnson,180,73,2011,24.3197598
Cole,De Vries,180,73,2012,24.3197598
Wilking,Rodriguez,180,73,2014,24.3197598
Nick,Greenwood,180,73,2014,24.3197598
Eddie,Rosario,180,73,2015,24.3197598
Ryan,Tepera,180,73,2015,24.3197598
Pat,Venditte,180,73,2015,24.3197598
Diego,Moreno,180,73,2015,24.3197598
Leo,Murphy,179,73,1915,24.18465003
George,Edmondson,179,73,1922,24.18465003
Nick,Goulish,179,73,1944,24.18465003
Dave,Skaugstad,179,73,1957,24.18465003
Patrick,Gillespie,178,73,1880,24.04954025
Buster,Hoover,178,73,1884,24.04954025
Jiggs,Donahue,178,73,1900,24.04954025
Boardwalk,Brown,178,73,1911,24.04954025
Jack,Roche,178,73,1914,24.04954025
Cap,Crowell,178,73,1915,24.04954025
Johnny,Miljus,178,73,1915,24.04954025
Wayland,Dean,178,73,1924,24.04954025
Jack,Russell,178,73,1926,24.04954025
Mike,Kelly,178,73,1926,24.04954025
John,Stone,178,73,1928,24.04954025
Earl,Caldwell,178,73,1928,24.04954025
Cy,Moore,178,73,1929,24.04954025
Blondy,Ryan,178,73,1930,24.04954025
Jo-Jo,Morrissey,178,73,1932,24.04954025
Ray,Starr,178,73,1932,24.04954025
Alex,McColl,178,73,1933,24.04954025
Porter,Vaughan,178,73,1940,24.04954025
Hal,Marnie,178,73,1940,24.04954025
Bill,Rigney,178,73,1946,24.04954025
Sam,Jethroe,178,73,1950,24.04954025
Bob,Speake,178,73,1955,24.04954025
Mel,Held,178,73,1956,24.04954025
Mel,Stottlemyre,178,73,1964,24.04954025
Clay,Carroll,178,73,1964,24.04954025
Dave,Stapleton,178,73,1980,24.04954025
Odie,Davis,178,73,1980,24.04954025
Levi,Meyerle,177,73,1871,23.91443047
Milt,Bolling,177,73,1952,23.91443047
Jose,Bautista,177,73,1988,23.91443047
Pop-boy,Smith,176,73,1913,23.7793207
Carl,Zamloch,176,73,1913,23.7793207
Roy,Grimes,176,73,1920,23.7793207
Karl,Schnell,176,73,1922,23.7793207
George,Blackerby,176,73,1928,23.7793207
Vinnie,Smith,176,73,1941,23.7793207
Rob,Gardner,176,73,1965,23.7793207
Jesus,Vega,176,73,1979,23.7793207
Pat,Hartnett,175,73,1890,23.64421092
Tom,Hughes,175,73,1900,23.64421092
Davey,Crockett,175,73,1901,23.64421092
Harry,Vahrenhorst,175,73,1904,23.64421092
Ty,Cobb,175,73,1905,23.64421092
Ed,Kinsella,175,73,1905,23.64421092
Jim,Moroney,175,73,1906,23.64421092
Warren,Gill,175,73,1908,23.64421092
Tom,Cantwell,175,73,1909,23.64421092
Joe,Ohl,175,73,1909,23.64421092
Frank,Scanlan,175,73,1909,23.64421092
Joe,Bernard,175,73,1909,23.64421092
Elmer,Koestner,175,73,1910,23.64421092
Charlie,Pickett,175,73,1910,23.64421092
Eddie,Hohnhorst,175,73,1910,23.64421092
Marv,Peasley,175,73,1910,23.64421092
Tex,Covington,175,73,1911,23.64421092
Bill,McTigue,175,73,1911,23.64421092
Hughie,Miller,175,73,1911,23.64421092
Wiley,Taylor,175,73,1911,23.64421092
Weldon,Wyckoff,175,73,1913,23.64421092
Walt,Marbet,175,73,1913,23.64421092
Guy,Morton,175,73,1914,23.64421092
Frank,Barron,175,73,1914,23.64421092
Fred,Trautman,175,73,1915,23.64421092
Ray,Schmandt,175,73,1915,23.64421092
Bob,Wright,175,73,1915,23.64421092
Newt,Halliday,175,73,1916,23.64421092
Cal,Crum,175,73,1917,23.64421092
Roy,Leslie,175,73,1917,23.64421092
Cliff,Lee,175,73,1919,23.64421092
George,Scott,175,73,1920,23.64421092
Joe,DeBerry,175,73,1920,23.64421092
Duke,Shirey,175,73,1920,23.64421092
Dutch,Henry,175,73,1921,23.64421092
Jim,Lindsey,175,73,1922,23.64421092
Larry,Duff,175,73,1922,23.64421092
Bill,Bagwell,175,73,1923,23.64421092
Carr,Smith,175,73,1923,23.64421092
Joe,Wyatt,175,73,1924,23.64421092
Mule,Haas,175,73,1925,23.64421092
Bob,Osborn,175,73,1925,23.64421092
Lefty,Willis,175,73,1925,23.64421092
George,Smith,175,73,1926,23.64421092
Neal,Baker,175,73,1927,23.64421092
Ralph,Erickson,175,73,1929,23.64421092
Charlie,Perkins,175,73,1930,23.64421092
Bernie,Walter,175,73,1930,23.64421092
Marv,Owen,175,73,1931,23.64421092
Dixie,Walker,175,73,1931,23.64421092
Bobby,Reis,175,73,1931,23.64421092
Joe,Chamberlain,175,73,1934,23.64421092
Frank,Gabler,175,73,1935,23.64421092
George,Turbeville,175,73,1935,23.64421092
Chick,Starr,175,73,1935,23.64421092
Buddy,Lewis,175,73,1935,23.64421092
Herb,Harris,175,73,1936,23.64421092
Howie,Krist,175,73,1937,23.64421092
Dick,Errickson,175,73,1938,23.64421092
Buddy,Hancken,175,73,1940,23.64421092
Ed,Head,175,73,1940,23.64421092
Charlie,Frye,175,73,1940,23.64421092
Buddy,Gremp,175,73,1940,23.64421092
Carden,Gillenwater,175,73,1940,23.64421092
George,Washburn,175,73,1941,23.64421092
Howie,Pollet,175,73,1941,23.64421092
Ed,Albosta,175,73,1941,23.64421092
Tex,Shirley,175,73,1941,23.64421092
Paul,Busby,175,73,1941,23.64421092
Don,Richmond,175,73,1941,23.64421092
Bill,Kennedy,175,73,1942,23.64421092
Al,Unser,175,73,1942,23.64421092
Andy,Karl,175,73,1943,23.64421092
Ken,Trinkle,175,73,1943,23.64421092
John,McGillen,175,73,1944,23.64421092
Clyde,King,175,73,1944,23.64421092
Lou,Rochelli,175,73,1944,23.64421092
Frank,Wurm,175,73,1944,23.64421092
Whitey,Lockman,175,73,1945,23.64421092
Jim,Hopper,175,73,1946,23.64421092
Bob,Brady,175,73,1946,23.64421092
Russ,Meyer,175,73,1946,23.64421092
Harry,Taylor,175,73,1946,23.64421092
Mike,Schultz,175,73,1947,23.64421092
Don,Carlsen,175,73,1948,23.64421092
Bobby,Young,175,73,1948,23.64421092
Jay,Avrea,175,73,1950,23.64421092
Jim,Busby,175,73,1950,23.64421092
George,Strickland,175,73,1950,23.64421092
Marv,Blaylock,175,73,1950,23.64421092
Earl,Mossor,175,73,1951,23.64421092
Jack,Dittmer,175,73,1952,23.64421092
Neal,Hertweck,175,73,1952,23.64421092
Al,Kaline,175,73,1953,23.64421092
Ted,Kazanski,175,73,1953,23.64421092
Dick,Tomanek,175,73,1953,23.64421092
Frank,Bolling,175,73,1954,23.64421092
Ray,Narleski,175,73,1954,23.64421092
Tom,Brewer,175,73,1954,23.64421092
Bob,Grim,175,73,1954,23.64421092
Herb,Moford,175,73,1955,23.64421092
Jack,Meyer,175,73,1955,23.64421092
Jack,Spring,175,73,1955,23.64421092
Larry,Jackson,175,73,1955,23.64421092
Jose,Valdivielso,175,73,1955,23.64421092
Red,Swanson,175,73,1955,23.64421092
Stan,Pawloski,175,73,1955,23.64421092
Eddie,Bressoud,175,73,1956,23.64421092
Carl,Duser,175,73,1956,23.64421092
Danny,Morejon,175,73,1958,23.64421092
Billy,Williams,175,73,1959,23.64421092
Neil,Wilson,175,73,1960,23.64421092
Julian,Javier,175,73,1960,23.64421092
Jim,Duffalo,175,73,1961,23.64421092
Jack,Baldschun,175,73,1961,23.64421092
Sammy,Ellis,175,73,1962,23.64421092
Paul,Toth,175,73,1962,23.64421092
Tony,Oliva,175,73,1962,23.64421092
Merlin,Nippert,175,73,1962,23.64421092
Frank,Kreutzer,175,73,1962,23.64421092
Adolfo,Phillips,175,73,1964,23.64421092
Skip,Lockwood,175,73,1965,23.64421092
Dick,Lines,175,73,1966,23.64421092
Dick,Rusteck,175,73,1966,23.64421092
Jay,Johnstone,175,73,1966,23.64421092
Joe,Campbell,175,73,1967,23.64421092
Elrod,Hendricks,175,73,1968,23.64421092
John,Sipin,175,73,1969,23.64421092
Ron,Cook,175,73,1970,23.64421092
John,Curtis,175,73,1970,23.64421092
Bernie,Williams,175,73,1970,23.64421092
Chris,Speier,175,73,1971,23.64421092
Gary,Ryerson,175,73,1972,23.64421092
Lee,Lacy,175,73,1972,23.64421092
Steve,Lawson,175,73,1972,23.64421092
Tom,Veryzer,175,73,1973,23.64421092
Gaylen,Pitts,175,73,1974,23.64421092
Stan,Wall,175,73,1975,23.64421092
Craig,Reynolds,175,73,1975,23.64421092
Don,Werner,175,73,1975,23.64421092
Brian,Asselstine,175,73,1976,23.64421092
Larry,Landreth,175,73,1976,23.64421092
Victor,Bernal,175,73,1977,23.64421092
Byron,McLaughlin,175,73,1977,23.64421092
Hosken,Powell,175,73,1978,23.64421092
Dennis,Kinney,175,73,1978,23.64421092
Bruce,Benedict,175,73,1978,23.64421092
Brian,Allard,175,73,1979,23.64421092
Glenn,Hoffman,175,73,1980,23.64421092
Fred,Manrique,175,73,1981,23.64421092
Ryne,Sandberg,175,73,1981,23.64421092
John,Shelby,175,73,1981,23.64421092
Willie,McGee,175,73,1982,23.64421092
Tom,Foley,175,73,1983,23.64421092
Mike,Warren,175,73,1983,23.64421092
Curt,Young,175,73,1983,23.64421092
Bob,Meacham,175,73,1983,23.64421092
Bill,Lyons,175,73,1983,23.64421092
Keith,Smith,175,73,1984,23.64421092
Steve,Kiefer,175,73,1984,23.64421092
Shawon,Dunston,175,73,1985,23.64421092
Roger,McDowell,175,73,1985,23.64421092
Jeff,Sellers,175,73,1985,23.64421092
Don,Gordon,175,73,1986,23.64421092
Ruben,Sierra,175,73,1986,23.64421092
Craig,Shipley,175,73,1986,23.64421092
Paul,Kilgus,175,73,1987,23.64421092
Mike,Capel,175,73,1988,23.64421092
Jeff,Gray,175,73,1988,23.64421092
Jerome,Walton,175,73,1989,23.64421092
Jeff,King,175,73,1989,23.64421092
Clint,Zavaras,175,73,1989,23.64421092
Wilson,Alvarez,175,73,1989,23.64421092
Dean,Palmer,175,73,1989,23.64421092
Kent,Mercker,175,73,1989,23.64421092
Jerry,Kutzler,175,73,1990,23.64421092
Mike,Bell,175,73,1990,23.64421092
Joe,Bitker,175,73,1990,23.64421092
Vinny,Castilla,175,73,1991,23.64421092
Stu,Cole,175,73,1991,23.64421092
Pat,Mahomes,175,73,1992,23.64421092
Paul,Quantrill,175,73,1992,23.64421092
Fernando,Ramsey,175,73,1992,23.64421092
Billy,Brewer,175,73,1993,23.64421092
Ricky,Gutierrez,175,73,1993,23.64421092
Brian,Barber,175,73,1995,23.64421092
Eddie,Perez,175,73,1995,23.64421092
Tony,Graffanino,175,73,1996,23.64421092
Nelson,Cruz,175,73,1997,23.64421092
Keith,Johns,175,73,1998,23.64421092
Marino,Santana,175,73,1998,23.64421092
Tim,Hudson,175,73,1999,23.64421092
Brian,Cooper,175,73,1999,23.64421092
Juan,Sosa,175,73,1999,23.64421092
Mark,Quinn,175,73,1999,23.64421092
Julio,Lugo,175,73,2000,23.64421092
Eric,Cammack,175,73,2000,23.64421092
Reggie,Taylor,175,73,2000,23.64421092
Scot,Shields,175,73,2001,23.64421092
Fernando,Cortez,175,73,2005,23.64421092
Brian,Burres,175,73,2006,23.64421092
Tsuyoshi,Nishioka,175,73,2011,23.64421092
Nick,Noonan,175,73,2013,23.64421092
Tommy,Pham,175,73,2014,23.64421092
Trea,Turner,175,73,2015,23.64421092
Rocky,Gale,175,73,2015,23.64421092
Everett,Mills,174,73,1871,23.50910114
Deacon,Jones,174,73,1916,23.50910114
George,Stueland,174,73,1921,23.50910114
Jimmy,Welsh,174,73,1925,23.50910114
Tom,Jenkins,174,73,1925,23.50910114
George,Scharein,174,73,1937,23.50910114
Rocky,Krsnich,174,73,1949,23.50910114
Ozzie,Virgil,174,73,1956,23.50910114
Moose,Grimshaw,173,73,1905,23.37399137
Johnny,Klippstein,173,73,1950,23.37399137
Charlie,Dees,173,73,1963,23.37399137
Tommy,Matchick,173,73,1967,23.37399137
Joe,Hudson,173,73,1995,23.37399137
Ray,Brown,172,73,1909,23.23888159
Scotty,Ingerton,172,73,1911,23.23888159
Carl,Holling,172,73,1921,23.23888159
Dale,Jones,172,73,1941,23.23888159
Eddie,Basinski,172,73,1944,23.23888159
Ed,Bahr,172,73,1946,23.23888159
Joe,Muir,172,73,1951,23.23888159
Roberto,Petagine,172,73,1994,23.23888159
Mike,Caruso,172,73,1998,23.23888159
Harry,Biemiller,171,73,1920,23.10377181
Fred,Hatfield,171,73,1950,23.10377181
Al,Spalding,170,73,1871,22.96866204
Jim,Field,170,73,1883,22.96866204
Ed,Delahanty,170,73,1888,22.96866204
Bill,Goodenough,170,73,1893,22.96866204
Tim,Jordan,170,73,1901,22.96866204
Bob,Ewing,170,73,1902,22.96866204
Otto,Hess,170,73,1902,22.96866204
Cy,Ferry,170,73,1904,22.96866204
Bud,Sharpe,170,73,1905,22.96866204
John,McDonald,170,73,1907,22.96866204
King,Cole,170,73,1909,22.96866204
Sherry,Smith,170,73,1911,22.96866204
Jack,McAdams,170,73,1911,22.96866204
Dwight,Stone,170,73,1913,22.96866204
Harry,Trekell,170,73,1913,22.96866204
John,Allen,170,73,1914,22.96866204
Harland,Rowe,170,73,1916,22.96866204
Jimmy,Ring,170,73,1917,22.96866204
George,Dickerson,170,73,1917,22.96866204
Bill,Piercy,170,73,1917,22.96866204
Roy,Wilkinson,170,73,1918,22.96866204
Art,Reinhart,170,73,1919,22.96866204
Sam,Dodge,170,73,1921,22.96866204
Sid,Benton,170,73,1922,22.96866204
Sam,Post,170,73,1922,22.96866204
Ted,Blankenship,170,73,1922,22.96866204
Monroe,Mitchell,170,73,1923,22.96866204
Ollie,Voigt,170,73,1924,22.96866204
Willie,Ludolph,170,73,1924,22.96866204
Dutch,Ussat,170,73,1925,22.96866204
Jim,Battle,170,73,1927,22.96866204
George,Cox,170,73,1928,22.96866204
Charlie,Fitzberger,170,73,1928,22.96866204
Nolen,Richardson,170,73,1929,22.96866204
Hal,Elliott,170,73,1929,22.96866204
Al,Wright,170,73,1933,22.96866204
Jim,Walkup,170,73,1934,22.96866204
Nub,Kleinke,170,73,1935,22.96866204
Lee,Gamble,170,73,1935,22.96866204
Milt,Gray,170,73,1937,22.96866204
Jim,Mallory,170,73,1940,22.96866204
Vern,Freiburger,170,73,1941,22.96866204
Al,Kvasnak,170,73,1942,22.96866204
Tommy,Brown,170,73,1944,22.96866204
Slim,Emmerich,170,73,1945,22.96866204
Jim,Goodwin,170,73,1948,22.96866204
Ray,Yochim,170,73,1948,22.96866204
Bud,Podbielan,170,73,1949,22.96866204
Al,Corwin,170,73,1951,22.96866204
Pete,Taylor,170,73,1952,22.96866204
Bob,Marquis,170,73,1953,22.96866204
Bill,Moisan,170,73,1953,22.96866204
Gene,Baker,170,73,1953,22.96866204
Don,Hoak,170,73,1954,22.96866204
Harry,Malmberg,170,73,1955,22.96866204
Bob,Thorpe,170,73,1955,22.96866204
Troy,Herriage,170,73,1956,22.96866204
Marlan,Coughtry,170,73,1960,22.96866204
Charley,Smith,170,73,1960,22.96866204
Amado,Samuel,170,73,1962,22.96866204
Ray,Daviault,170,73,1962,22.96866204
Freddie,Burdette,170,73,1962,22.96866204
Mickey,Lolich,170,73,1963,22.96866204
Aubrey,Gatewood,170,73,1963,22.96866204
Bobby,Knoop,170,73,1964,22.96866204
Vern,Fuller,170,73,1964,22.96866204
Don,Kessinger,170,73,1964,22.96866204
Davey,Johnson,170,73,1965,22.96866204
Frank,Quilici,170,73,1965,22.96866204
Mark,Belanger,170,73,1965,22.96866204
Darrell,Osteen,170,73,1965,22.96866204
Minnie,Rojas,170,73,1966,22.96866204
Jerry,Kenney,170,73,1967,22.96866204
Don,Money,170,73,1968,22.96866204
Ray,Lamb,170,73,1969,22.96866204
Bob,Watkins,170,73,1969,22.96866204
Mike,Davison,170,73,1969,22.96866204
Mike,Cosgrove,170,73,1972,22.96866204
Rich,Troedson,170,73,1973,22.96866204
Tim,Johnson,170,73,1973,22.96866204
Morris,Nettles,170,73,1974,22.96866204
Mike,Ramsey,170,73,1978,22.96866204
Tom,Brown,170,73,1978,22.96866204
Kevin,Hickey,170,73,1981,22.96866204
Dion,James,170,73,1983,22.96866204
Devon,White,170,73,1985,22.96866204
Andres,Thomas,170,73,1985,22.96866204
Jeff,Innis,170,73,1987,22.96866204
Brady,Anderson,170,73,1988,22.96866204
Dick,Scott,170,73,1989,22.96866204
Dean,Wilkins,170,73,1989,22.96866204
Gary,Disarcina,170,73,1989,22.96866204
Delino,DeShields,170,73,1990,22.96866204
David,Segui,170,73,1990,22.96866204
Oscar,Azocar,170,73,1990,22.96866204
Andujar,Cedeno,170,73,1990,22.96866204
Geronimo,Pena,170,73,1990,22.96866204
Danny,Leon,170,73,1992,22.96866204
Jack,Voigt,170,73,1992,22.96866204
Domingo,Cedeno,170,73,1993,22.96866204
Duane,Singleton,170,73,1994,22.96866204
Joe,Rosselli,170,73,1995,22.96866204
Felix,Rodriguez,170,73,1995,22.96866204
Brian,Maxcy,170,73,1995,22.96866204
Edgar,Caceres,170,73,1995,22.96866204
Charlie,Greene,170,73,1996,22.96866204
Kevin,Morgan,170,73,1997,22.96866204
Ramon,Martinez,170,73,1998,22.96866204
Luis,Vizcaino,170,73,1999,22.96866204
Jason,Tyner,170,73,2000,22.96866204
Ricky,Stone,170,73,2001,22.96866204
Matt,Ford,170,73,2003,22.96866204
Jose,Morban,170,73,2003,22.96866204
Francisco,Santos,170,73,2003,22.96866204
Brandon,Watson,170,73,2005,22.96866204
Carlos,Martinez,170,73,2006,22.96866204
Eugenio,Velez,170,73,2007,22.96866204
Lendy,Castillo,170,73,2012,22.96866204
Miguel,Gonzalez,170,73,2012,22.96866204
Ehire,Adrianza,170,73,2013,22.96866204
Dario,Alvarez,170,73,2014,22.96866204
Dixon,Machado,170,73,2015,22.96866204
Jose,De Paula,170,73,2015,22.96866204
Pete,Gray,169,73,1945,22.83355226
Steve,Libby,168,73,1879,22.69844248
John,Ewing,168,73,1883,22.69844248
John,Firth,168,73,1884,22.69844248
Harry,Camnitz,168,73,1909,22.69844248
Reeve,McKay,168,73,1915,22.69844248
Ben,Cantwell,168,73,1927,22.69844248
Jim,Hayes,168,73,1935,22.69844248
Tommy,de la Cruz,168,73,1944,22.69844248
Art,Shamsky,168,73,1965,22.69844248
Tip,O'Neill,167,73,1883,22.56333271
Art,Johnson,167,73,1927,22.56333271
Joe,Gilbert,167,73,1972,22.56333271
Henry,Boyle,165,73,1884,22.29311315
Andy,Boswell,165,73,1895,22.29311315
Jack,O'Brien,165,73,1899,22.29311315
Willie,Garoni,165,73,1899,22.29311315
Charlie,Jones,165,73,1901,22.29311315
Lefty,Leifield,165,73,1905,22.29311315
Frank,Oberlin,165,73,1906,22.29311315
Frank,Schneiberg,165,73,1910,22.29311315
Bill,Culp,165,73,1910,22.29311315
Lefty,Russell,165,73,1910,22.29311315
Harry,Moran,165,73,1912,22.29311315
Harry,Kingman,165,73,1914,22.29311315
Charlie,Blackburn,165,73,1915,22.29311315
Jesse,Winters,165,73,1919,22.29311315
Lum,Davenport,165,73,1921,22.29311315
Claude,Jonnard,165,73,1921,22.29311315
Red,Proctor,165,73,1923,22.29311315
Bill,Anderson,165,73,1925,22.29311315
Jim,Holloway,165,73,1929,22.29311315
Larry,Crawford,165,73,1937,22.29311315
Bob,Allen,165,73,1937,22.29311315
Tom,Lanning,165,73,1938,22.29311315
Billy,Loes,165,73,1950,22.29311315
Chet,Nichols,165,73,1951,22.29311315
Royce,Lint,165,73,1954,22.29311315
Ozzie,Van Brabant,165,73,1954,22.29311315
Vince,Gonzales,165,73,1955,22.29311315
Coot,Veal,165,73,1958,22.29311315
Marshall,Bridges,165,73,1959,22.29311315
Juan,Jimenez,165,73,1974,22.29311315
Mike,Fischlin,165,73,1977,22.29311315
Jim,Wright,165,73,1978,22.29311315
Damaso,Garcia,165,73,1978,22.29311315
Rudy,Law,165,73,1978,22.29311315
Brian,Giles,165,73,1981,22.29311315
Gary,Pettis,165,73,1982,22.29311315
Rafael,Santana,165,73,1983,22.29311315
Victor,Mata,165,73,1984,22.29311315
Freddie,Toliver,165,73,1984,22.29311315
Tom,Goodwin,165,73,1991,22.29311315
Melvin,Bunch,165,73,1995,22.29311315
Ken,Edenfield,165,73,1995,22.29311315
Roger,Cedeno,165,73,1995,22.29311315
Manny,Aybar,165,73,1997,22.29311315
Robinson,Checo,165,73,1997,22.29311315
Joaquin,Arias,165,73,2006,22.29311315
Ketel,Marte,165,73,2015,22.29311315
Ron,Wotus,164,73,1983,22.15800338
Jake,Wood,163,73,1961,22.0228936
Buzz,Wetzel,162,73,1927,21.88778382
Steve,Gerkin,162,73,1945,21.88778382
Chris,Peters,162,73,1996,21.88778382
Bub,McAtee,160,73,1871,21.61756427
Bill,Vinton,160,73,1884,21.61756427
Jim,McCormick,160,73,1892,21.61756427
Dummy,Taylor,160,73,1900,21.61756427
Art,Weaver,160,73,1902,21.61756427
Bob,Peterson,160,73,1906,21.61756427
Tom,Wilson,160,73,1914,21.61756427
Earl,Howard,160,73,1918,21.61756427
Red,Causey,160,73,1918,21.61756427
Roger,McKee,160,73,1943,21.61756427
Billy,Shantz,160,73,1954,21.61756427
Rick,Bladt,160,73,1969,21.61756427
Dennis,Martinez,160,73,1976,21.61756427
Pete,Hernandez,160,73,1979,21.61756427
Chris,Codiroli,160,73,1982,21.61756427
Julio,Solano,160,73,1983,21.61756427
Bret,Saberhagen,160,73,1984,21.61756427
Toby,Hernandez,160,73,1984,21.61756427
Dave,Leiper,160,73,1984,21.61756427
Tony,Ferreira,160,73,1985,21.61756427
Marcus,Lawton,160,73,1989,21.61756427
Hipolito,Pichardo,160,73,1992,21.61756427
Angel,Miranda,160,73,1993,21.61756427
Kevin,Foster,160,73,1993,21.61756427
Francisco,Matos,160,73,1994,21.61756427
Scott,Eyre,160,73,1997,21.61756427
Gabe,Gonzalez,160,73,1998,21.61756427
Joel,Bennett,160,73,1998,21.61756427
Miguel,Del Toro,160,73,1999,21.61756427
Joe,Mays,160,73,1999,21.61756427
Casey,Fossum,160,73,2001,21.61756427
Luis,Pineda,160,73,2001,21.61756427
Jorge,De Paula,160,73,2003,21.61756427
Bones,Ely,155,73,1884,20.94201539
Bill,Mack,155,73,1908,20.94201539
Bill,Pierro,155,73,1950,20.94201539
Humberto,Robinson,155,73,1955,20.94201539
Frank,Johnson,155,73,1966,20.94201539
Mickey,Scott,155,73,1972,20.94201539
Oil Can,Boyd,155,73,1982,20.94201539
Jason,Jacome,155,73,1994,20.94201539
Miguel,Mejia,155,73,1996,20.94201539
Donaldo,Mendez,155,73,2001,20.94201539
Jesus,de la Rosa,153,73,1975,20.67179583
Luis,DeLeon,153,73,1981,20.67179583
Johnny,Jones,151,73,1919,20.40157628
Connie,Mack,150,73,1886,20.2664665
Doc,White,150,73,1901,20.2664665
Ben,Van Dyke,150,73,1909,20.2664665
Johnson,Fry,150,73,1923,20.2664665
Manny,Trillo,150,73,1973,20.2664665
Jose,Vizcaino,150,73,1989,20.2664665
Luis,Sardinas,150,73,2014,20.2664665
Al,Braithwood,145,73,1915,19.59091762
Hank,Gornicki,145,73,1941,19.59091762
Tommy,Everidge,275,72,2009,38.19444444
Garland,Buckeye,260,72,1918,36.11111111
Jean,Machi,255,72,2012,35.41666667
Rich,Garces,250,72,1990,34.72222222
Jose,Molina,250,72,1999,34.72222222
Juan,Uribe,245,72,2001,34.02777778
Marlon,Byrd,245,72,2002,34.02777778
Byron,Gettis,240,72,2004,33.33333333
Mike,Zagurski,240,72,2007,33.33333333
Dee,Brown,235,72,1998,32.63888889
