nameFirst,nameLast,weight,height,debut,BMI
Jon,Rauch,290,83,2002,30.30918856
Andy,Sisco,270,82,2005,28.91136228
Chris,Young,255,82,2004,27.30517549
Eric,Hillman,235,82,1992,25.1635931
Andrew,Brackman,230,82,2011,24.6281975
Randy,Johnson,225,82,1988,24.0928019
Jeff,Niemann,285,81,2008,31.27572016
Kam,Mickolio,255,81,2008,27.98353909
John,Holdzkom,245,81,2014,26.8861454
Mark,Hendrickson,240,81,2002,26.33744856
Terry,Bross,234,81,1991,25.67901235
Johnny,Gee,225,81,1939,24.69135802
Alex,Meyer,225,81,2015,24.69135802
Adam,Russell,280,80,2008,31.5
Sean,West,275,80,2009,30.9375
Dellin,Betances,265,80,2011,29.8125
Jason,Hirsh,250,80,2006,28.125
Nate,Freiman,250,80,2013,28.125
Stefan,Wever,245,80,1982,27.5625
Kameron,Loe,245,80,2004,27.5625
Phil,Stockman,240,80,2006,27
Michael,Schwimer,240,80,2011,27
Mark,Acre,235,80,1994,26.4375
Darren,Clarke,235,80,2007,26.4375
Kyle,Snyder,230,80,2003,25.875
Chris,Volstad,230,80,2008,25.875
Logan,Ondrusek,230,80,2010,25.875
Mike,Naymick,225,80,1939,25.3125
Gene,Conley,225,80,1952,25.3125
Lee,Guetterman,225,80,1984,25.3125
Jeff,Nelson,225,80,1992,25.3125
Graeme,Lloyd,225,80,1993,25.3125
Nate,Minchey,225,80,1993,25.3125
J. R.,Richard,222,80,1971,24.975
Steve,Ellsworth,220,80,1988,24.75
Mike,Smithson,215,80,1982,24.1875
Chris,Martin,215,80,2014,24.1875
Joe,Vitko,210,80,1992,23.625
Doug,Fister,210,80,2009,23.625
Tony,Clark,205,80,1995,23.0625
Billy,Taylor,200,80,1994,22.5
CC,Sabathia,285,79,2001,32.87934626
Elvis,Araujo,270,79,2015,31.14885435
Aaron,Harang,260,79,2002,29.99519308
Franklyn,German,260,79,2002,29.99519308
Michael,Pineda,260,79,2011,29.99519308
Phil,Klein,260,79,2014,29.99519308
Steven,Moya,260,79,2014,29.99519308
Frank,Howard,255,79,1958,29.41836244
Chuck,Malone,250,79,1990,28.84153181
Jeff,D'Amico,250,79,1996,28.84153181
Josh,Johnson,250,79,2005,28.84153181
Brian,Flynn,250,79,2013,28.84153181
Buddy,Harris,245,79,1970,28.26470117
Jeff,Juden,245,79,1991,28.26470117
Blake,Beavan,245,79,2011,28.26470117
Dane,De La Rosa,245,79,2011,28.26470117
Jared,Hughes,245,79,2011,28.26470117
Tim,Birtsas,240,79,1985,27.68787053
Scott,Elarton,240,79,1998,27.68787053
Mike,Pelfrey,240,79,2006,27.68787053
Phillippe,Aumont,240,79,2012,27.68787053
Duke,Welker,240,79,2013,27.68787053
Bobby,Munoz,237,79,1993,27.34177215
Slim,McGrew,235,79,1922,27.1110399
Derek,Aucoin,235,79,1996,27.1110399
Brian,Falkenborg,235,79,1999,27.1110399
Adam,Wainwright,235,79,2005,27.1110399
Johnny,Hellweg,235,79,2013,27.1110399
John,Candelaria,230,79,1975,26.53420926
Tim,Stoddard,230,79,1975,26.53420926
Ben,Callahan,230,79,1983,26.53420926
Dennis,Rasmussen,230,79,1983,26.53420926
Jerry,Spradlin,230,79,1993,26.53420926
Desi,Wilson,230,79,1996,26.53420926
Damon,Minor,230,79,2000,26.53420926
Troy,Mattes,230,79,2001,26.53420926
Ben,Diggins,230,79,2002,26.53420926
Aaron,Taylor,230,79,2002,26.53420926
Anthony,Ranaudo,230,79,2014,26.53420926
Walt,Bond,228,79,1960,26.30347701
Ron,Jackson,225,79,1954,25.95737863
Rich,Gale,225,79,1978,25.95737863
Ryan,Minor,225,79,1998,25.95737863
Rick,Heiserman,225,79,1999,25.95737863
Daniel,Cabrera,225,79,2004,25.95737863
Sean,Marshall,225,79,2006,25.95737863
Joel,Guzman,225,79,2006,25.95737863
Greg,Reynolds,225,79,2008,25.95737863
Scott,Patterson,225,79,2008,25.95737863
Ed,Halicki,220,79,1974,25.38054799
Peter,Hoy,220,79,1992,25.38054799
Billy,Ashley,220,79,1992,25.38054799
John,Ericks,220,79,1995,25.38054799
Bill,Hurst,220,79,1996,25.38054799
Nate,Teut,220,79,2002,25.38054799
Brandon,McCarthy,220,79,2005,25.38054799
Scott,Feldman,220,79,2005,25.38054799
Mike,Schultz,220,79,2007,25.38054799
Trystan,Magnuson,220,79,2011,25.38054799
Stu,Pomeranz,220,79,2012,25.38054799
Michael,Tonkin,220,79,2013,25.38054799
Dick,Ricketts,215,79,1959,24.80371735
Bill,Davis,215,79,1965,24.80371735
Bob,Chlupsa,215,79,1970,24.80371735
Jim,McKee,215,79,1972,24.80371735
Rick,Sutcliffe,215,79,1976,24.80371735
John,Davis,215,79,1987,24.80371735
Bob,Scanlan,215,79,1991,24.80371735
Jim,Pittsley,215,79,1995,24.80371735
Willie,Adams,215,79,1996,24.80371735
Tom,Davey,215,79,1999,24.80371735
Dustin,Nippert,215,79,2005,24.80371735
T. J.,Beam,215,79,2006,24.80371735
Ben,McDonald,212,79,1989,24.45761897
Tom,Parsons,210,79,1963,24.22688672
John,Duffie,210,79,1967,24.22688672
Rich,Bordi,210,79,1980,24.22688672
Dave,Otto,210,79,1987,24.22688672
Jeff,McCurry,210,79,1995,24.22688672
Sean,Maloney,210,79,1997,24.22688672
Blake,Stein,210,79,1998,24.22688672
Eric,Eckenstahler,210,79,2002,24.22688672
Ryan,Speier,210,79,2005,24.22688672
Jered,Weaver,210,79,2006,24.22688672
Andrew,Miller,210,79,2006,24.22688672
George,Throop,205,79,1975,23.65005608
Billy,Smith,200,79,1981,23.07322544
Marvin,Freeman,200,79,1986,23.07322544
Ben,Ford,200,79,1998,23.07322544
Sam,Narron,200,79,2004,23.07322544
Slim,Love,195,79,1913,22.49639481
Jim,Dorsey,190,79,1980,21.91956417
Mike,Witt,185,79,1981,21.34273354
Dave,Pavlas,180,79,1990,20.7659029
Adam,Dunn,285,78,2001,33.72781065
Seth,McClung,280,78,2003,33.13609467
Brad,Eldred,270,78,2005,31.95266272
Humberto,Sanchez,270,78,2008,31.95266272
Val,Pascucci,265,78,2004,31.36094675
Alfredo,Simon,265,78,2008,31.36094675
Kyle,Blanks,265,78,2009,31.36094675
Seth,Rosin,265,78,2014,31.36094675
Scott,Munter,260,78,2005,30.76923077
Randy,Messenger,260,78,2005,30.76923077
Justin,Masterson,260,78,2008,30.76923077
Eddie,Kunz,260,78,2008,30.76923077
Francis,Beltran,255,78,2002,30.17751479
Colter,Bean,255,78,2005,30.17751479
Willie,Smith,250,78,1994,29.58579882
Steve,Rain,250,78,1999,29.58579882
Kevin,Gregg,245,78,2003,28.99408284
Ryan,Webb,245,78,2009,28.99408284
Mat,Latos,245,78,2009,28.99408284
Joe,Mahoney,245,78,2012,28.99408284
Jimmy,Nelson,245,78,2013,28.99408284
Mark,Hutton,240,78,1993,28.40236686
Matt,Murray,240,78,1995,28.40236686
Jamey,Wright,240,78,1996,28.40236686
Guillermo,Mota,240,78,1999,28.40236686
Ryan,Rupe,240,78,1999,28.40236686
Alan,Newman,240,78,1999,28.40236686
Michael,Restovich,240,78,2002,28.40236686
Chris,Spurling,240,78,2003,28.40236686
Jeremy,Griffiths,240,78,2003,28.40236686
Corey,Hart,240,78,2004,28.40236686
Jim,Johnson,240,78,2006,28.40236686
Jose,Veras,240,78,2006,28.40236686
Billy,Petrick,240,78,2007,28.40236686
Aaron,Poreda,240,78,2009,28.40236686
Giancarlo,Stanton,240,78,2010,28.40236686
Zach,McAllister,240,78,2011,28.40236686
Noah,Syndergaard,240,78,2015,28.40236686
Paul,Martin,235,78,1955,27.81065089
Dave,Frost,235,78,1977,27.81065089
Andy,Benes,235,78,1989,27.81065089
Jose,Silva,235,78,1996,27.81065089
Roy,Smith,235,78,2001,27.81065089
John,Lackey,235,78,2002,27.81065089
Matt,Thornton,235,78,2004,27.81065089
Adam,Loewen,235,78,2006,27.81065089
John,Mayberry,235,78,2009,27.81065089
Dan,Cortes,235,78,2010,27.81065089
Michael,Crotta,235,78,2011,27.81065089
Jonathan,Pettibone,235,78,2013,27.81065089
Scott,Snodgress,235,78,2014,27.81065089
Jim,Weaver,230,78,1928,27.21893491
Dick,Radatz,230,78,1962,27.21893491
Pete,Koegel,230,78,1970,27.21893491
Mike,Poepping,230,78,1975,27.21893491
Ed,Lynch,230,78,1980,27.21893491
Brad,Lesley,230,78,1982,27.21893491
Greg,Booker,230,78,1983,27.21893491
Scott,Service,230,78,1988,27.21893491
Derek,Lowe,230,78,1997,27.21893491
Chris,Carpenter,230,78,1997,27.21893491
B. J.,Ryan,230,78,1999,27.21893491
Julio,Zuleta,230,78,2000,27.21893491
Sean,Green,230,78,2006,27.21893491
Andrew,Brown,230,78,2006,27.21893491
Chad,Reineke,230,78,2008,27.21893491
Bryan,Augenstein,230,78,2009,27.21893491
Pedro,Beato,230,78,2011,27.21893491
Drew,VerHagen,230,78,2014,27.21893491
Dave,DeBusschere,225,78,1962,26.62721893
Rick,Henninger,225,78,1973,26.62721893
Bob,Ferris,225,78,1979,26.62721893
Charlie,Kerfeld,225,78,1985,26.62721893
Joe,Magrane,225,78,1987,26.62721893
Stacy,Jones,225,78,1991,26.62721893
Tim,Pugh,225,78,1992,26.62721893
Jason,Johnson,225,78,1997,26.62721893
Jimmy,Hurst,225,78,1997,26.62721893
Roy,Halladay,225,78,1998,26.62721893
Jason,Phillips,225,78,1999,26.62721893
Sam,Marsonek,225,78,2004,26.62721893
Jason,Hammel,225,78,2006,26.62721893
Chris,Leroux,225,78,2009,26.62721893
Scott,Rice,225,78,2013,26.62721893
Frank,McElyea,221,78,1942,26.15384615
Anton,Falch,220,78,1884,26.03550296
Dave,Davenport,220,78,1914,26.03550296
Hans,Rasmussen,220,78,1915,26.03550296
Don,Gile,220,78,1959,26.03550296
Gary,Kroll,220,78,1964,26.03550296
Cotton,Nash,220,78,1967,26.03550296
Dave,Winfield,220,78,1973,26.03550296
Mike,Bruhert,220,78,1978,26.03550296
Jeff,Little,220,78,1980,26.03550296
Mark,Dempsey,220,78,1982,26.03550296
Chuck,Finley,220,78,1986,26.03550296
Randy,Hennis,220,78,1990,26.03550296
Mo,Sanford,220,78,1991,26.03550296
Steve,Cooke,220,78,1992,26.03550296
Bill,Wertz,220,78,1993,26.03550296
Brian,Givens,220,78,1995,26.03550296
Oscar,Henriquez,220,78,1997,26.03550296
Carlton,Loewer,220,78,1998,26.03550296
Brian,Tallet,220,78,2002,26.03550296
Ben,Kozlowski,220,78,2002,26.03550296
Casey,Daigle,220,78,2004,26.03550296
Jordan,Tata,220,78,2006,26.03550296
Tom,Mastny,220,78,2006,26.03550296
Tommy,Hanson,220,78,2009,26.03550296
Dustin,Richardson,220,78,2009,26.03550296
Tom,Wilhelmsen,220,78,2011,26.03550296
Taylor,Jungmann,220,78,2015,26.03550296
Henry,Owens,220,78,2015,26.03550296
Steve,Curry,217,78,1988,25.68047337
Chris,Van Cuyk,215,78,1950,25.44378698
Frank,Sullivan,215,78,1953,25.44378698
Ron,Reed,215,78,1966,25.44378698
Dick,Thoenen,215,78,1967,25.44378698
Wayne,Twitchell,215,78,1970,25.44378698
Jim,Minshall,215,78,1974,25.44378698
Sam,Hinds,215,78,1977,25.44378698
Mike,Jones,215,78,1980,25.44378698
Jay,Baller,215,78,1982,25.44378698
Mark,Gubicza,215,78,1984,25.44378698
Roger,Mason,215,78,1984,25.44378698
Dan,Gakeler,215,78,1991,25.44378698
Ron,Blazier,215,78,1996,25.44378698
Brian,McNichol,215,78,1999,25.44378698
Rick,Bauer,215,78,2001,25.44378698
Steve,Cishek,215,78,2010,25.44378698
Brad,Brach,215,78,2011,25.44378698
Luke,Putkonen,215,78,2012,25.44378698
Josh,Wall,215,78,2012,25.44378698
Kyle,Gibson,215,78,2013,25.44378698
Carson,Smith,215,78,2014,25.44378698
Mike,Wright,215,78,2015,25.44378698
Bob,Veale,212,78,1962,25.0887574
Ron,Diorio,212,78,1973,25.0887574
Dan,Naulty,211,78,1996,24.9704142
Jay,Spurgeon,211,78,2000,24.9704142
Paul,Kardow,210,78,1936,24.85207101
Dave,Kingman,210,78,1971,24.85207101
Mike,Barlow,210,78,1975,24.85207101
Gary,Holle,210,78,1979,24.85207101
Jeff,Robinson,210,78,1987,24.85207101
Erik,Hanson,210,78,1988,24.85207101
Rick,Luecken,210,78,1989,24.85207101
Steve,Adkins,210,78,1990,24.85207101
Tom,Drees,210,78,1991,24.85207101
Ben,Rivera,210,78,1992,24.85207101
Jon,Garland,210,78,2000,24.85207101
Jesse,Foppert,210,78,2003,24.85207101
Ryan,Madson,210,78,2003,24.85207101
Craig,Hansen,210,78,2005,24.85207101
David,Price,210,78,2008,24.85207101
Michael,Wacha,210,78,2013,24.85207101
Cecil,Upshaw,205,78,1966,24.26035503
Mark,Ballinger,205,78,1971,24.26035503
David,West,205,78,1988,24.26035503
Richie,Sexson,205,78,1997,24.26035503
Jim,Hoey,205,78,2006,24.26035503
Brian,Broderick,205,78,2011,24.26035503
Brad,Rigby,203,78,1997,24.02366864
Joe,Stanka,201,78,1959,23.78698225
Howie,Schultz,200,78,1943,23.66863905
Dick,Hall,200,78,1952,23.66863905
Don,Schwall,200,78,1961,23.66863905
Glenn,Abbott,200,78,1973,23.66863905
Jim,Umbarger,200,78,1975,23.66863905
J. J.,Thobe,200,78,1995,23.66863905
Mark,Mulder,200,78,2000,23.66863905
Sean,Douglass,200,78,2001,23.66863905
John,Patterson,200,78,2002,23.66863905
Luis,Martinez,200,78,2003,23.66863905
John,O'Donoghue,198,78,1993,23.43195266
Ewell,Blackwell,195,78,1942,23.07692308
Garry,Roggenburk,195,78,1963,23.07692308
Bill,Parsons,195,78,1971,23.07692308
Tom,Thobe,195,78,1995,23.07692308
Jason,Davis,195,78,2002,23.07692308
Claude,Davenport,193,78,1920,22.84023669
Steve,Hamilton,190,78,1961,22.4852071
Darryl,Strawberry,190,78,1983,22.4852071
Scott,Anderson,190,78,1987,22.4852071
Larry,Luebbers,190,78,1993,22.4852071
Jerry,Blevins,190,78,2007,22.4852071
Toby,Borland,186,78,1994,22.01183432
Nellie,King,185,78,1954,21.89349112
Eric,Moody,185,78,1997,21.89349112
Cy,Swaim,180,78,1897,21.30177515
Slim,Harriss,180,78,1920,21.30177515
Jim,Pearce,180,78,1949,21.30177515
Chris,Sale,180,78,2010,21.30177515
Walter,Young,320,77,2005,38.85984146
Kennys,Vargas,290,77,2014,35.21673132
Chad,Paronto,285,77,2001,34.6095463
Tyler,Robertson,285,77,2012,34.6095463
Calvin,Pickering,283,77,1998,34.36667229
Jose,Ceda,280,77,2010,34.00236128
Romulo,Sanchez,270,77,2007,32.78799123
Jonathan,Albaladejo,270,77,2007,32.78799123
Carl,Pavano,265,77,1998,32.18080621
Kenley,Jansen,265,77,2010,32.18080621
Carlos,Peguero,260,77,2011,31.57362118
Will,Smith,260,77,2012,31.57362118
Fernando,Seguignol,257,77,1998,31.20931017
Michael,Taylor,255,77,2011,30.96643616
Antonio,Alfonseca,250,77,1997,30.35925114
J. J.,Putz,250,77,2003,30.35925114
Jason,Botts,250,77,2005,30.35925114
Phil,Hughes,250,77,2007,30.35925114
Jordan,Walden,250,77,2010,30.35925114
Robert,Coello,250,77,2010,30.35925114
Carl,Thomas,245,77,1960,29.75206612
Mike,Busch,245,77,1995,29.75206612
Rocky,Coppinger,245,77,1996,29.75206612
Frank,Gracesqui,245,77,2004,29.75206612
Roman,Colon,245,77,2004,29.75206612
Mike,Morse,245,77,2005,29.75206612
David,Purcey,245,77,2008,29.75206612
Bryan,LaHair,245,77,2008,29.75206612
Clayton,Richard,245,77,2008,29.75206612
Jason,Heyward,245,77,2010,29.75206612
Josh,Lueke,245,77,2011,29.75206612
Clint,Robinson,245,77,2012,29.75206612
Deolis,Guerra,245,77,2015,29.75206612
Pat,Strange,243,77,2002,29.50919211
Ed,Walker,242,77,1902,29.3877551
Frank,Thomas,240,77,1990,29.14488109
Robbie,Beckett,240,77,1996,29.14488109
Derrek,Lee,240,77,1997,29.14488109
Marc,Pisciotta,240,77,1997,29.14488109
Mark,Lukasiewicz,240,77,2001,29.14488109
Jayson,Werth,240,77,2002,29.14488109
Ryan,Shealy,240,77,2005,29.14488109
Erick,Threets,240,77,2007,29.14488109
Wes,Whisler,240,77,2009,29.14488109
Blake,Wood,240,77,2010,29.14488109
Brian,Schlitter,240,77,2010,29.14488109
Matt,Reynolds,240,77,2010,29.14488109
Lance,Lynn,240,77,2011,29.14488109
Drew,Pomeranz,240,77,2011,29.14488109
Curtis,Partch,240,77,2013,29.14488109
Trevor,May,240,77,2014,29.14488109
Mac,Williamson,240,77,2015,29.14488109
Jim,Bibby,235,77,1972,28.53769607
Ed,Nunez,235,77,1982,28.53769607
Bill,Dawley,235,77,1983,28.53769607
Andy,Pettitte,235,77,1995,28.53769607
Paul,Wilson,235,77,1996,28.53769607
Vladimir,Nunez,235,77,1998,28.53769607
Marcus,Jones,235,77,2000,28.53769607
Hee-Seop,Choi,235,77,2002,28.53769607
Travis,Hughes,235,77,2004,28.53769607
Nick,Masset,235,77,2006,28.53769607
Garrett,Jones,235,77,2007,28.53769607
Charlie,Morton,235,77,2008,28.53769607
Madison,Bumgarner,235,77,2009,28.53769607
Brandon,Workman,235,77,2013,28.53769607
Jon,Edwards,235,77,2014,28.53769607
Josh,Sharpless,234,77,2006,28.41625907
Clarence,Woods,230,77,1914,27.93051105
Hal,Erickson,230,77,1953,27.93051105
Stan,Williams,230,77,1958,27.93051105
Steve,Renko,230,77,1969,27.93051105
Dave,Parker,230,77,1973,27.93051105
Cameron,Drew,230,77,1988,27.93051105
Ty,Van Burkleo,230,77,1993,27.93051105
Jason,Christiansen,230,77,1995,27.93051105
Chris,Hook,230,77,1995,27.93051105
Curt,Lyons,230,77,1996,27.93051105
Eric,Weaver,230,77,1998,27.93051105
Jeremy,Powell,230,77,1998,27.93051105
Robert,Ramsay,230,77,1999,27.93051105
Erik,Hiljus,230,77,1999,27.93051105
Chad,Hutchinson,230,77,2001,27.93051105
Josh,Beckett,230,77,2001,27.93051105
Scott,Sobkowiak,230,77,2001,27.93051105
Mark,Prior,230,77,2002,27.93051105
Aaron,Heilman,230,77,2003,27.93051105
Colt,Morton,230,77,2007,27.93051105
Randy,Wells,230,77,2008,27.93051105
Matt,Wieters,230,77,2009,27.93051105
Steven,Jackson,230,77,2009,27.93051105
Tyson,Ross,230,77,2010,27.93051105
Rommie,Lewis,230,77,2010,27.93051105
Nick,Hagadone,230,77,2011,27.93051105
A. J.,Griffin,230,77,2012,27.93051105
Christian,Garcia,230,77,2012,27.93051105
Simon,Castro,230,77,2013,27.93051105
Mario,Hollands,230,77,2014,27.93051105
Blake,Treinen,230,77,2014,27.93051105
Gregory,Polanco,230,77,2014,27.93051105
Matt,Clark,230,77,2014,27.93051105
Sammy,Solis,230,77,2015,27.93051105
Joey,Gallo,230,77,2015,27.93051105
Larry,McLean,228,77,1901,27.68763704
Pinky,Woods,225,77,1943,27.32332602
Turkey,Tyson,225,77,1944,27.32332602
Dick,Joyce,225,77,1965,27.32332602
Gene,Brabender,225,77,1966,27.32332602
Jim,Britton,225,77,1967,27.32332602
Doc,Medich,225,77,1972,27.32332602
Jack,Baker,225,77,1976,27.32332602
Al,Autry,225,77,1976,27.32332602
Len,Barker,225,77,1976,27.32332602
Steve,Crawford,225,77,1980,27.32332602
Tom,Niedenfuer,225,77,1981,27.32332602
Joe,Lansford,225,77,1982,27.32332602
Tommy,Greene,225,77,1989,27.32332602
Mark,Clark,225,77,1991,27.32332602
Greg,Pirkl,225,77,1993,27.32332602
Rich,Loiselle,225,77,1996,27.32332602
Joe,Davenport,225,77,1999,27.32332602
Anthony,Shumaker,225,77,1999,27.32332602
Rob,Bell,225,77,2000,27.32332602
Nate,Rolison,225,77,2000,27.32332602
Dan,Wright,225,77,2001,27.32332602
Dave,Pember,225,77,2002,27.32332602
Joe,Mauer,225,77,2004,27.32332602
Justin,Verlander,225,77,2005,27.32332602
Matt,Smith,225,77,2006,27.32332602
Jared,Burton,225,77,2007,27.32332602
Rocky,Cherry,225,77,2007,27.32332602
Justin,Maxwell,225,77,2007,27.32332602
Luke,Hochevar,225,77,2007,27.32332602
Jeff,Samardzija,225,77,2008,27.32332602
Brent,Leach,225,77,2009,27.32332602
Andrew,Cashner,225,77,2010,27.32332602
Domonic,Brown,225,77,2010,27.32332602
Mike,McClendon,225,77,2010,27.32332602
Freddie,Freeman,225,77,2010,27.32332602
Casey,Crosby,225,77,2012,27.32332602
Domingo,Santana,225,77,2014,27.32332602
Taylor,Thompson,225,77,2014,27.32332602
Drew,Henson,222,77,2002,26.95901501
Walt,Dropo,220,77,1949,26.716141
Hy,Cohen,220,77,1955,26.716141
Mike,Lee,220,77,1960,26.716141
John,Pregenzer,220,77,1963,26.716141
Roy,Gleason,220,77,1963,26.716141
Pete,Craig,220,77,1964,26.716141
Mike,Torrez,220,77,1967,26.716141
Fran,Healy,220,77,1969,26.716141
Lerrin,LaGrow,220,77,1970,26.716141
Andy,Hassler,220,77,1971,26.716141
Dave,Downs,220,77,1972,26.716141
Timothy,Jones,220,77,1977,26.716141
Jeff,Stember,220,77,1980,26.716141
Lee,Smith,220,77,1980,26.716141
Mark,Mercer,220,77,1981,26.716141
Curt,Wardle,220,77,1984,26.716141
Steve,Shields,220,77,1985,26.716141
Andy,Allanson,220,77,1986,26.716141
Jack,Armstrong,220,77,1988,26.716141
Mike,Harkey,220,77,1988,26.716141
Kevin,Mmahat,220,77,1989,26.716141
Wayne,Rosenthal,220,77,1991,26.716141
Doug,Brocail,220,77,1992,26.716141
Tim,Costo,220,77,1992,26.716141
Cliff,Floyd,220,77,1993,26.716141
Erik,Schullstrom,220,77,1994,26.716141
LaTroy,Hawkins,220,77,1995,26.716141
Matt,Luke,220,77,1996,26.716141
Todd,Dunn,220,77,1996,26.716141
Robert,Ellis,220,77,1996,26.716141
Kennie,Steenstra,220,77,1998,26.716141
Troy,Glaus,220,77,1998,26.716141
Kevin,McGlinchy,220,77,1999,26.716141
Mark,Redman,220,77,1999,26.716141
Matt,Kinney,220,77,2000,26.716141
Brian,Reith,220,77,2001,26.716141
Brian,Bowles,220,77,2001,26.716141
John,Ennis,220,77,2002,26.716141
Kevin,Gryboski,220,77,2002,26.716141
Jason,Beverlin,220,77,2002,26.716141
Eric,Junge,220,77,2002,26.716141
Jason,Gilfillan,220,77,2003,26.716141
Jason,Szuminski,220,77,2004,26.716141
Jason,Dubois,220,77,2004,26.716141
Marty,McLeary,220,77,2004,26.716141
Jeff,Francis,220,77,2004,26.716141
Rich,Hill,220,77,2005,26.716141
Zach,Jackson,220,77,2006,26.716141
Micah,Owings,220,77,2007,26.716141
Eddie,Bonine,220,77,2008,26.716141
Scott,Richmond,220,77,2008,26.716141
Wade,Davis,220,77,2009,26.716141
John,Axford,220,77,2009,26.716141
Adam,Ottavino,220,77,2010,26.716141
Brandon,Belt,220,77,2011,26.716141
Eric,Surkamp,220,77,2011,26.716141
Kyle,Waldrop,220,77,2011,26.716141
Steve,Delabar,220,77,2011,26.716141
Nate,Jones,220,77,2012,26.716141
Yu,Darvish,220,77,2012,26.716141
Miles,Mikolas,220,77,2012,26.716141
Jordan,Danks,220,77,2012,26.716141
Jim,Henderson,220,77,2012,26.716141
Carter,Capps,220,77,2012,26.716141
Brandon,Maurer,220,77,2013,26.716141
Chris,Bassitt,220,77,2014,26.716141
Marcus,Hatley,220,77,2015,26.716141
Colin,Rea,220,77,2015,26.716141
R C,Stevens,219,77,1958,26.594704
Don,Williams,218,77,1963,26.47326699
John,Braun,218,77,1964,26.47326699
Greg,Wells,218,77,1981,26.47326699
Joel,Johnston,218,77,1991,26.47326699
Alan,Brice,215,77,1961,26.10895598
Jim,Nash,215,77,1966,26.10895598
Bill,Harrelson,215,77,1968,26.10895598
Ed,Acosta,215,77,1970,26.10895598
Terry,Cox,215,77,1970,26.10895598
Mark,Schaeffer,215,77,1972,26.10895598
Phil,Meeler,215,77,1972,26.10895598
Roy,Thomas,215,77,1977,26.10895598
Britt,Burns,215,77,1978,26.10895598
Tony,Brizzolara,215,77,1979,26.10895598
Mike,Mendoza,215,77,1979,26.10895598
Bob,Tufts,215,77,1981,26.10895598
Mike,Marshall,215,77,1981,26.10895598
Tom,Henke,215,77,1982,26.10895598
Calvin,Schiraldi,215,77,1984,26.10895598
Mark,Knudson,215,77,1985,26.10895598
Todd,Worrell,215,77,1985,26.10895598
Mark,McGwire,215,77,1986,26.10895598
Mark,Parent,215,77,1986,26.10895598
Sam,Horn,215,77,1987,26.10895598
Terry,Lee,215,77,1990,26.10895598
Paul,Miller,215,77,1991,26.10895598
Matt,Turner,215,77,1993,26.10895598
Roger,Salkeld,215,77,1993,26.10895598
Dave,Staton,215,77,1993,26.10895598
Alan,Benes,215,77,1995,26.10895598
Matt,Wagner,215,77,1996,26.10895598
John,Halama,215,77,1998,26.10895598
Bob,Howry,215,77,1998,26.10895598
Neil,Weber,215,77,1998,26.10895598
Chris,Reitsma,215,77,2001,26.10895598
Nick,Bierbrodt,215,77,2001,26.10895598
Matt,Childers,215,77,2002,26.10895598
Todd,Sears,215,77,2002,26.10895598
Jason,Young,215,77,2003,26.10895598
Dan,Haren,215,77,2003,26.10895598
Mike,Hessman,215,77,2003,26.10895598
Todd,Self,215,77,2005,26.10895598
Boone,Logan,215,77,2006,26.10895598
Bobby,Keppel,215,77,2006,26.10895598
Doug,Slaten,215,77,2006,26.10895598
Rick,van den Hurk,215,77,2007,26.10895598
Shelley,Duncan,215,77,2007,26.10895598
Mitch,Stetter,215,77,2007,26.10895598
Ryan,Perry,215,77,2009,26.10895598
Charlie,Furbush,215,77,2011,26.10895598
Jacob,Turner,215,77,2011,26.10895598
Kevin,Siegrist,215,77,2013,26.10895598
Aaron,Altherr,215,77,2014,26.10895598
Allan,Dykstra,215,77,2015,26.10895598
Kris,Bryant,215,77,2015,26.10895598
Mike,Broadway,215,77,2015,26.10895598
Greg,Hansell,213,77,1995,25.86608197
Les,Munns,212,77,1934,25.74464497
Eppa,Rixey,210,77,1912,25.50177096
John,Carden,210,77,1946,25.50177096
Clint,Hartung,210,77,1947,25.50177096
Herb,Conyers,210,77,1950,25.50177096
Tom,Alston,210,77,1954,25.50177096
Maurice,Fisher,210,77,1955,25.50177096
Dallas,Green,210,77,1960,25.50177096
Al,Raffo,210,77,1969,25.50177096
Ray,Peters,210,77,1970,25.50177096
Pete,Hamm,210,77,1970,25.50177096
Bo,McLaughlin,210,77,1976,25.50177096
Tom,Bruno,210,77,1976,25.50177096
Barry,Cort,210,77,1977,25.50177096
Jeff,Holly,210,77,1977,25.50177096
Bob,Lacey,210,77,1977,25.50177096
John,Poloni,210,77,1977,25.50177096
Jim,Beattie,210,77,1978,25.50177096
Bob,Babcock,210,77,1979,25.50177096
Joe,Cowley,210,77,1982,25.50177096
Eric,Plunk,210,77,1986,25.50177096
Ricky,Jordan,210,77,1988,25.50177096
Roger,Samuels,210,77,1988,25.50177096
Drew,Denson,210,77,1989,25.50177096
Chris,Nabholz,210,77,1990,25.50177096
Todd,Van Poppel,210,77,1991,25.50177096
Dave,McCarty,210,77,1993,25.50177096
Scott,Stahoviak,210,77,1993,25.50177096
Eric,Ludwick,210,77,1996,25.50177096
Matt,Morris,210,77,1997,25.50177096
Kerry,Wood,210,77,1998,25.50177096
Juan,Pena,210,77,1999,25.50177096
Gene,Stechschulte,210,77,2000,25.50177096
Paul,Rigdon,210,77,2000,25.50177096
Brad,Lidge,210,77,2002,25.50177096
Bryan,Hebson,210,77,2003,25.50177096
Chris,Bootcheck,210,77,2003,25.50177096
Mike,Adams,210,77,2004,25.50177096
Alex,Rios,210,77,2004,25.50177096
