playerKey,nameFirst,nameLast,weight,height,debut,BMI
2096,Lloyd,Hittle,164,70,1949,23.52897959
2097,Jerry,White,164,70,1974,23.52897959
2098,Frank,Gilmore,164,71,1886,22.87085896
2099,Tom,Power,164,71,1890,22.87085896
2100,Fuller,Thompson,164,71,1911,22.87085896
2101,George,Gilham,164,71,1920,22.87085896
2102,Charlie,Barnabe,164,71,1927,22.87085896
2103,Dick,Mauney,164,71,1945,22.87085896
2104,Elvis,Pena,164,71,2000,22.87085896
2105,Chub,Sullivan,164,72,1877,22.23996914
2106,Snake,Deal,164,72,1906,22.23996914
2107,George,Halas,164,72,1919,22.23996914
2108,Les,Cox,164,72,1926,22.23996914
2109,Johnny,Welaj,164,72,1939,22.23996914
2110,Dan,Porter,164,72,1951,22.23996914
2111,Tony,Scott,164,72,1973,22.23996914
2112,Ron,Wotus,164,73,1983,21.6348283
2113,John,Wilson,164,74,1927,21.05405405
2114,Joe,Average,164.5455,68.86364,1875,24.39278483
2115,Tony,Rego,165,64,1924,28.3190918
2116,Clem,Koshorek,165,64,1952,28.3190918
2117,Ralph,Young,165,65,1913,27.45443787
2118,Mike,Hooper,165,66,1873,26.62878788
2119,Lou,Sylvester,165,66,1884,26.62878788
2120,Mickey,Hughes,165,66,1888,26.62878788
2121,Irv,Ray,165,66,1888,26.62878788
2122,Billy,Hamilton,165,66,1888,26.62878788
2123,Jim,Jackson,165,66,1901,26.62878788
2124,Ed,Burns,165,66,1912,26.62878788
2125,John,Brock,165,66,1917,26.62878788
2126,Howdy,Caton,165,66,1917,26.62878788
2127,Gene,Rye,165,66,1931,26.62878788
2128,Ed,Freed,165,66,1942,26.62878788
2129,Al,Gionfriddo,165,66,1944,26.62878788
2130,Carlos,Pascual,165,66,1950,26.62878788
2131,Walt,Williams,165,66,1964,26.62878788
2132,Donnie,Sadler,165,66,1998,26.62878788
2133,Danny,Herrera,165,66,2008,26.62878788
2134,Jose,Altuve,165,66,2011,26.62878788
2135,Stump,Weidman,165,67,1880,25.8398307
2136,Ed,Morris,165,67,1884,25.8398307
2137,Tom,Smith,165,67,1894,25.8398307
2138,Harry,Blake,165,67,1894,25.8398307
2139,Hunkey,Hines,165,67,1895,25.8398307
2140,Kid,Nance,165,67,1897,25.8398307
2141,Willie,Sudhoff,165,67,1897,25.8398307
2142,Otto,Krueger,165,67,1899,25.8398307
2143,Bob,McKinney,165,67,1901,25.8398307
2144,Charlie,Luskey,165,67,1901,25.8398307
2145,Charley,O'Leary,165,67,1904,25.8398307
2146,Claude,Berry,165,67,1904,25.8398307
2147,Gene,Krapp,165,67,1911,25.8398307
2148,Duke,Kenworthy,165,67,1912,25.8398307
2149,Joe,Connolly,165,67,1913,25.8398307
2150,John,Potts,165,67,1914,25.8398307
2151,Hal,Irelan,165,67,1914,25.8398307
2152,Bobby,Schang,165,67,1914,25.8398307
2153,Chick,Bowen,165,67,1919,25.8398307
2154,Lloyd,Christenbury,165,67,1919,25.8398307
2155,Vern,Spencer,165,67,1920,25.8398307
2156,Johnny,Mokan,165,67,1921,25.8398307
2157,Pete,Lapan,165,67,1922,25.8398307
2158,Mike,Gazella,165,67,1923,25.8398307
2159,Eddie,Moore,165,67,1923,25.8398307
2160,Joe,Batchelder,165,67,1923,25.8398307
2161,Red,Smith,165,67,1925,25.8398307
2162,John,Bischoff,165,67,1925,25.8398307
2163,Jocko,Conlan,165,67,1934,25.8398307
2164,Rene,Monteagudo,165,67,1938,25.8398307
2165,Stan,Galle,165,67,1942,25.8398307
2166,Ernie,Fazio,165,67,1962,25.8398307
2167,Bill,Atkinson,165,67,1976,25.8398307
2168,Jarvis,Brown,165,67,1991,25.8398307
2169,Pedro,Castellano,165,67,1993,25.8398307
2170,Terrance,Gore,165,67,2014,25.8398307
2171,Fred,Dunlap,165,68,1880,25.08542388
2172,Mike,Muldoon,165,68,1882,25.08542388
2173,Dupee,Shaw,165,68,1883,25.08542388
2174,Danny,Richardson,165,68,1884,25.08542388
2175,Jerry,Turbidy,165,68,1884,25.08542388
2176,Chris,Fulmer,165,68,1884,25.08542388
2177,Al,Myers,165,68,1884,25.08542388
2178,John,Hiland,165,68,1885,25.08542388
2179,Jack,McGeachey,165,68,1886,25.08542388
2180,Bill,George,165,68,1887,25.08542388
2181,Frank,Chapman,165,68,1887,25.08542388
2182,Mike,Sullivan,165,68,1888,25.08542388
2183,Les,German,165,68,1890,25.08542388
2184,General,Stafford,165,68,1890,25.08542388
2185,Hughie,Jennings,165,68,1891,25.08542388
2186,Alexander,Donoghue,165,68,1891,25.08542388
2187,Sun,Daly,165,68,1892,25.08542388
2188,Jim,Ritz,165,68,1894,25.08542388
2189,Gene,DeMontreville,165,68,1894,25.08542388
2190,Billy,Lush,165,68,1895,25.08542388
2191,Rudy,Hulswitt,165,68,1899,25.08542388
2192,Patsy,Flaherty,165,68,1899,25.08542388
2193,Bill,Hallman,165,68,1901,25.08542388
2194,Harry,Smith,165,68,1901,25.08542388
2195,Martin,Glendon,165,68,1902,25.08542388
2196,Otto,Williams,165,68,1902,25.08542388
2197,Doc,Scanlan,165,68,1903,25.08542388
2198,Jack,Rafter,165,68,1904,25.08542388
2199,Homer,Hillebrand,165,68,1905,25.08542388
2200,Nig,Clarke,165,68,1905,25.08542388
2201,Lew,Richie,165,68,1906,25.08542388
2202,Mike,Welday,165,68,1907,25.08542388
2203,Al,Shaw,165,68,1907,25.08542388
2204,Hunky,Shaw,165,68,1908,25.08542388
2205,Larry,Gardner,165,68,1908,25.08542388
2206,Ted,Easterly,165,68,1909,25.08542388
2207,George,Hunter,165,68,1909,25.08542388
2208,Tommy,Mee,165,68,1910,25.08542388
2209,Mickey,Corcoran,165,68,1910,25.08542388
2210,Chester,Emerson,165,68,1911,25.08542388
2211,Chick,Smith,165,68,1913,25.08542388
2212,Everett,Booe,165,68,1913,25.08542388
2213,Jimmy,Whelan,165,68,1913,25.08542388
2214,Bill,Warren,165,68,1914,25.08542388
2215,Shag,Thompson,165,68,1914,25.08542388
2216,Grover,Baichley,165,68,1914,25.08542388
2217,Buck,Sweeney,165,68,1914,25.08542388
2218,Ed,Fitzpatrick,165,68,1915,25.08542388
2219,Charlie,Jamieson,165,68,1915,25.08542388
2220,Jack,Smith,165,68,1915,25.08542388
2221,Red,Smith,165,68,1917,25.08542388
2222,John,Glaiser,165,68,1920,25.08542388
2223,Jack,Sheehan,165,68,1920,25.08542388
2224,Bill,Hollahan,165,68,1920,25.08542388
2225,Luke,Stuart,165,68,1921,25.08542388
2226,Dot,Fulghum,165,68,1921,25.08542388
2227,Uke,Clanton,165,68,1922,25.08542388
2228,Max,Bishop,165,68,1924,25.08542388
2229,Bennie,Tate,165,68,1924,25.08542388
2230,Joe,Connell,165,68,1926,25.08542388
2231,Scottie,Slayback,165,68,1926,25.08542388
2232,Rufus,Smith,165,68,1927,25.08542388
2233,Johnny,Vergez,165,68,1931,25.08542388
2234,Billy,Urbanski,165,68,1931,25.08542388
2235,Debs,Garms,165,68,1932,25.08542388
2236,Mickey,Haslin,165,68,1933,25.08542388
2237,Art,Garibaldi,165,68,1936,25.08542388
2238,Jimmy,Outlaw,165,68,1937,25.08542388
2239,Jimmy,Brown,165,68,1937,25.08542388
2240,Wayne,Ambler,165,68,1937,25.08542388
2241,Butch,Sutcliffe,165,68,1938,25.08542388
2242,Boyd,Bartley,165,68,1943,25.08542388
2243,Fats,Dantonio,165,68,1944,25.08542388
2244,Nick,Picciuto,165,68,1945,25.08542388
2245,Ernie,Rudolph,165,68,1945,25.08542388
2246,Bob,Whitcher,165,68,1945,25.08542388
2247,Cecil,Garriott,165,68,1946,25.08542388
2248,Ted,Beard,165,68,1948,25.08542388
2249,Julio,Moreno,165,68,1950,25.08542388
2250,Hector,Rodriguez,165,68,1952,25.08542388
2251,Paul,Smith,165,68,1953,25.08542388
2252,Bruce,Barmes,165,68,1953,25.08542388
2253,Curt,Roberts,165,68,1954,25.08542388
2254,Chuck,Oertel,165,68,1958,25.08542388
2255,Don,Wallace,165,68,1967,25.08542388
2256,Jose,Herrera,165,68,1967,25.08542388
2257,Bobby,Brooks,165,68,1969,25.08542388
2258,Ron,Theobald,165,68,1971,25.08542388
2259,Nick,Capra,165,68,1982,25.08542388
2260,Dan,Rohn,165,68,1983,25.08542388
2261,Kevin,Koslofski,165,68,1992,25.08542388
2262,Eider,Torres,165,68,2008,25.08542388
2263,Tony,Campana,165,68,2011,25.08542388
2264,Antoan,Richardson,165,68,2011,25.08542388
2265,Tom,York,165,69,1871,24.36357908
2266,Dave,Eggler,165,69,1871,24.36357908
2267,Joe,Start,165,69,1871,24.36357908
2268,Orator,Shafer,165,69,1874,24.36357908
2269,Steve,Brady,165,69,1874,24.36357908
2270,John,Ward,165,69,1878,24.36357908
2271,Ed,Caskin,165,69,1879,24.36357908
2272,Jack,Farrell,165,69,1879,24.36357908
2273,Mike,Moynahan,165,69,1880,24.36357908
2274,Charlie,Bohn,165,69,1882,24.36357908
2275,Joe,Miller,165,69,1884,24.36357908
2276,Charlie,Manlove,165,69,1884,24.36357908
2277,Cyclone,Miller,165,69,1884,24.36357908
2278,Ed,Flynn,165,69,1887,24.36357908
2279,Pete,O'Brien,165,69,1887,24.36357908
2280,Walt,Wilmot,165,69,1888,24.36357908
2281,Alex,Ferson,165,69,1889,24.36357908
2282,Sadie,McMahon,165,69,1889,24.36357908
2283,Jack,Sharrott,165,69,1890,24.36357908
2284,Jake,Virtue,165,69,1890,24.36357908
2285,Alex,McFarlan,165,69,1892,24.36357908
2286,Dan,Mahoney,165,69,1892,24.36357908
2287,Frank,Connaughton,165,69,1894,24.36357908
2288,Henry,Cote,165,69,1894,24.36357908
2289,Biff,Sheehan,165,69,1895,24.36357908
2290,Art,Madison,165,69,1895,24.36357908
2291,Abbie,Johnson,165,69,1896,24.36357908
2292,Doc,Amole,165,69,1897,24.36357908
2293,Walt,Woods,165,69,1898,24.36357908
2294,George,Rohe,165,69,1901,24.36357908
2295,Red,Dooin,165,69,1902,24.36357908
2296,Johnny,Lush,165,69,1904,24.36357908
2297,Harry,McChesney,165,69,1904,24.36357908
2298,Jim,McGinley,165,69,1904,24.36357908
2299,Jim,Pastorius,165,69,1906,24.36357908
2300,Ralph,Glaze,165,69,1906,24.36357908
2301,John,Kelly,165,69,1907,24.36357908
2302,Doc,Tonkin,165,69,1907,24.36357908
2303,Bill,Lattimore,165,69,1908,24.36357908
2304,John,Raleigh,165,69,1909,24.36357908
2305,Steve,Yerkes,165,69,1909,24.36357908
2306,Cotton,Knaupp,165,69,1910,24.36357908
2307,Red,Corriden,165,69,1910,24.36357908
2308,Herman,Bronkie,165,69,1910,24.36357908
2309,Al,Kaiser,165,69,1911,24.36357908
2310,Roy,Corhan,165,69,1911,24.36357908
2311,Howard,Armstrong,165,69,1911,24.36357908
2312,Del,Paddock,165,69,1912,24.36357908
2313,Marty,Krug,165,69,1912,24.36357908
2314,Ray,Schalk,165,69,1912,24.36357908
2315,Dee,Walsh,165,69,1913,24.36357908
2316,Wilson,Collins,165,69,1913,24.36357908
2317,Al,Scheer,165,69,1913,24.36357908
2318,Wild Bill,Luhrsen,165,69,1913,24.36357908
2319,Mike,Prendergast,165,69,1914,24.36357908
2320,John,Scott,165,69,1914,24.36357908
2321,Charlie,Kavanagh,165,69,1914,24.36357908
2322,George,Twombly,165,69,1914,24.36357908
2323,Billy,Lee,165,69,1915,24.36357908
2324,Bill,Haeffner,165,69,1915,24.36357908
2325,John,Fluhrer,165,69,1915,24.36357908
2326,Ralph,Edwards,165,69,1915,24.36357908
2327,Red,Lanning,165,69,1916,24.36357908
2328,Walt,Whittaker,165,69,1916,24.36357908
2329,Val,Picinich,165,69,1916,24.36357908
2330,Ed,Sicking,165,69,1916,24.36357908
2331,Ray,Kennedy,165,69,1916,24.36357908
2332,Dave,Keefe,165,69,1917,24.36357908
2333,Ira,Flagstead,165,69,1917,24.36357908
2334,Dutch,Distel,165,69,1918,24.36357908
2335,Jack,Stansbury,165,69,1918,24.36357908
2336,Babe,Pinelli,165,69,1918,24.36357908
2337,Bill,Pertica,165,69,1918,24.36357908
2338,Vic,Keen,165,69,1918,24.36357908
2339,Bob,Kinsella,165,69,1919,24.36357908
2340,George,Mohart,165,69,1920,24.36357908
2341,Larry,Woodall,165,69,1920,24.36357908
2342,Whitey,Glazner,165,69,1920,24.36357908
2343,John,Michaelson,165,69,1921,24.36357908
2344,Johnny,Berger,165,69,1922,24.36357908
2345,Roy,Elsh,165,69,1923,24.36357908
2346,Spoke,Emery,165,69,1924,24.36357908
2347,Frank,Naleway,165,69,1924,24.36357908
2348,Mandy,Brooks,165,69,1925,24.36357908
2349,Sy,Rosenthal,165,69,1925,24.36357908
2350,Claude,Willoughby,165,69,1925,24.36357908
2351,Roy,Hutson,165,69,1925,24.36357908
2352,Jack,Warner,165,69,1925,24.36357908
2353,Dinny,McNamara,165,69,1927,24.36357908
2354,Gus,Dugas,165,69,1930,24.36357908
2355,Jack,Crouch,165,69,1930,24.36357908
2356,Ripper,Collins,165,69,1931,24.36357908
2357,Bill,Lewis,165,69,1933,24.36357908
2358,Mem,Lovett,165,69,1933,24.36357908
2359,Jesse,Hill,165,69,1935,24.36357908
2360,Lynn,King,165,69,1935,24.36357908
2361,Johnny,Gerlach,165,69,1938,24.36357908
2362,Eddie,Feinberg,165,69,1938,24.36357908
2363,Charlie,Gilbert,165,69,1940,24.36357908
2364,Danny,Murtaugh,165,69,1941,24.36357908
2365,Benny,Zientara,165,69,1941,24.36357908
2366,Garton,Del Savio,165,69,1943,24.36357908
2367,Lou,Ciola,165,69,1943,24.36357908
2368,Moon,Mullen,165,69,1944,24.36357908
2369,Bobby,Wilkins,165,69,1944,24.36357908
2370,Augie,Bergamo,165,69,1944,24.36357908
2371,Clem,Hausmann,165,69,1944,24.36357908
2372,Glenn,Crawford,165,69,1945,24.36357908
2373,Mike,Ulicny,165,69,1945,24.36357908
2374,Ty,LaForest,165,69,1945,24.36357908
2375,Ed,Lyons,165,69,1947,24.36357908
2376,Sal,Madrid,165,69,1947,24.36357908
2377,Solly,Hemus,165,69,1949,24.36357908
2378,Roy,Hartsfield,165,69,1950,24.36357908
2379,Joe,Presko,165,69,1951,24.36357908
2380,Sammy,Esposito,165,69,1952,24.36357908
2381,Eddie,O'Brien,165,69,1953,24.36357908
2382,Chris,Kitsos,165,69,1954,24.36357908
2383,Don,Zimmer,165,69,1954,24.36357908
2384,George,Bullard,165,69,1954,24.36357908
2385,Ed,Winceniak,165,69,1956,24.36357908
2386,Curt,Flood,165,69,1956,24.36357908
2387,Valmy,Thomas,165,69,1957,24.36357908
2388,Dick,Barone,165,69,1960,24.36357908
2389,Choo-Choo,Coleman,165,69,1961,24.36357908
2390,Tommy,Harper,165,69,1962,24.36357908
2391,Luis,Alcaraz,165,69,1967,24.36357908
2392,Rudy,Meoli,165,69,1971,24.36357908
2393,Bobby,Fenwick,165,69,1972,24.36357908
2394,Mike,Sadek,165,69,1973,24.36357908
2395,Tommy,Cruz,165,69,1973,24.36357908
2396,Jerry,Remy,165,69,1975,24.36357908
2397,Julio,Cruz,165,69,1977,24.36357908
2398,Tom,McMillan,165,69,1977,24.36357908
2399,Joe,Pettini,165,69,1980,24.36357908
2400,Vance,McHenry,165,69,1981,24.36357908
2401,Angel,Moreno,165,69,1981,24.36357908
2402,Spike,Owen,165,69,1983,24.36357908
2403,Doug,Baker,165,69,1984,24.36357908
2404,Oddibe,McDowell,165,69,1985,24.36357908
2405,Luis,Rivera,165,69,1986,24.36357908
2406,Luis,Alicea,165,69,1988,24.36357908
2407,Craig,Smajstrla,165,69,1988,24.36357908
2408,Julio,Machado,165,69,1989,24.36357908
2409,Jim,Vatcher,165,69,1990,24.36357908
2410,Ced,Landrum,165,69,1991,24.36357908
2411,Wayne,Housie,165,69,1991,24.36357908
2412,Andy,Stankiewicz,165,69,1992,24.36357908
2413,Todd,Haney,165,69,1992,24.36357908
2414,Luis,Figueroa,165,69,2001,24.36357908
2415,Andy,Green,165,69,2004,24.36357908
2416,Mike,Fontenot,165,69,2005,24.36357908
2417,Arturo,Lopez,165,69,2009,24.36357908
2418,Shane,Robinson,165,69,2009,24.36357908
2419,Eury,De La Rosa,165,69,2013,24.36357908
2420,Raudel,Lazo,165,69,2015,24.36357908
2421,John,Hatfield,165,70,1871,23.67244898
2422,Charlie,Reilley,165,70,1879,23.67244898
2423,Dan,O'Leary,165,70,1879,23.67244898
2424,Tony,Mullane,165,70,1881,23.67244898
2425,Lewis,Smith,165,70,1882,23.67244898
2426,Sam,Kimber,165,70,1884,23.67244898
2427,Joe,Kappel,165,70,1884,23.67244898
2428,Walt,Goldsby,165,70,1884,23.67244898
2429,Tom,Sullivan,165,70,1884,23.67244898
2430,Buck,Becannon,165,70,1884,23.67244898
2431,John,McGlone,165,70,1886,23.67244898
2432,Doc,Oberlander,165,70,1888,23.67244898
2433,Cinders,O'Brien,165,70,1888,23.67244898
2434,Pat,Whitaker,165,70,1888,23.67244898
2435,Theodore,Conover,165,70,1889,23.67244898
2436,Varney,Anderson,165,70,1889,23.67244898
2437,Jack,Ryan,165,70,1889,23.67244898
2438,Emmett,Rogers,165,70,1890,23.67244898
2439,Crazy,Schmit,165,70,1890,23.67244898
2440,Fred,Doe,165,70,1890,23.67244898
2441,Buster,Burrell,165,70,1891,23.67244898
2442,Dad,Clarkson,165,70,1891,23.67244898
2443,Jack,McMahon,165,70,1892,23.67244898
2444,Jim,Garry,165,70,1893,23.67244898
2445,Fred,Clarke,165,70,1894,23.67244898
2446,George,Harper,165,70,1894,23.67244898
2447,Lou,Johnson,165,70,1894,23.67244898
2448,Zeke,Wilson,165,70,1895,23.67244898
2449,Ed,Doheny,165,70,1895,23.67244898
2450,Pete,Cassidy,165,70,1896,23.67244898
2451,Wiley,Davis,165,70,1896,23.67244898
2452,Dick,Padden,165,70,1896,23.67244898
2453,Lou,Criger,165,70,1896,23.67244898
2454,Dick,Harley,165,70,1897,23.67244898
2455,Joe,Rickert,165,70,1898,23.67244898
2456,Bill,Friel,165,70,1901,23.67244898
2457,Stan,Yerkes,165,70,1901,23.67244898
2458,Chappie,Snodgrass,165,70,1901,23.67244898
2459,Davy,Jones,165,70,1901,23.67244898
2460,Jack,O'Neill,165,70,1902,23.67244898
2461,Snapper,Kennedy,165,70,1902,23.67244898
2462,Joe,Hughes,165,70,1902,23.67244898
2463,Charlie,Babb,165,70,1903,23.67244898
2464,Bucky,Veil,165,70,1903,23.67244898
2465,Norwood,Gibson,165,70,1903,23.67244898
2466,Charlie,DeArmond,165,70,1903,23.67244898
2467,Gus,Dundon,165,70,1904,23.67244898
2468,Red,Kleinow,165,70,1904,23.67244898
2469,Jim,Buchanan,165,70,1905,23.67244898
2470,Cliff,Blankenship,165,70,1905,23.67244898
2471,Billy,Campbell,165,70,1905,23.67244898
2472,Charlie,Starr,165,70,1905,23.67244898
2473,Johnny,Siegle,165,70,1905,23.67244898
2474,Cecil,Ferguson,165,70,1906,23.67244898
2475,Ed,Holly,165,70,1906,23.67244898
2476,Lee,Quillin,165,70,1906,23.67244898
2477,Gus,Hetling,165,70,1906,23.67244898
2478,Larry,Doyle,165,70,1907,23.67244898
2479,Buck,Hopkins,165,70,1907,23.67244898
2480,Harry,Lord,165,70,1907,23.67244898
2481,Harry,Hoch,165,70,1908,23.67244898
2482,Harry,Krause,165,70,1908,23.67244898
2483,Bert,Sincock,165,70,1908,23.67244898
2484,Jack,Ryan,165,70,1908,23.67244898
2485,Bob,Vail,165,70,1908,23.67244898
2486,Al,Mattern,165,70,1908,23.67244898
2487,Bill,O'Hara,165,70,1909,23.67244898
2488,Tillie,Shafer,165,70,1909,23.67244898
2489,Wib,Smith,165,70,1909,23.67244898
2490,Bobby,Messenger,165,70,1909,23.67244898
2491,Tommy,Atkins,165,70,1909,23.67244898
2492,Duffy,Lewis,165,70,1910,23.67244898
2493,Billy,Burke,165,70,1910,23.67244898
2494,Dave,Callahan,165,70,1910,23.67244898
2495,Roger,Peckinpaugh,165,70,1910,23.67244898
2496,Bill,Lindsay,165,70,1911,23.67244898
2497,Jim,Duggan,165,70,1911,23.67244898
2498,Blaine,Thomas,165,70,1911,23.67244898
2499,Curly,Brown,165,70,1911,23.67244898
2500,Tom,Long,165,70,1911,23.67244898
2501,Steve,O'Neill,165,70,1911,23.67244898
2502,Pete,Standridge,165,70,1911,23.67244898
2503,Cy,Slapnicka,165,70,1911,23.67244898
2504,Frank,O'Rourke,165,70,1912,23.67244898
2505,Walt,Alexander,165,70,1912,23.67244898
2506,Ed,Warner,165,70,1912,23.67244898
2507,Lefty,Gervais,165,70,1913,23.67244898
2508,Ernie,Herbert,165,70,1913,23.67244898
2509,Lynn,Brenton,165,70,1913,23.67244898
2510,Dummy,Murphy,165,70,1914,23.67244898
2511,Harry,Swan,165,70,1914,23.67244898
2512,Medric,Boucher,165,70,1914,23.67244898
2513,Johnny,Enzmann,165,70,1914,23.67244898
2514,Frank,Fletcher,165,70,1914,23.67244898
2515,Elmer,Smith,165,70,1914,23.67244898
2516,Larry,Strands,165,70,1915,23.67244898
2517,Howie,Haworth,165,70,1915,23.67244898
2518,Pete,Johns,165,70,1915,23.67244898
2519,Ralph,Mitterling,165,70,1916,23.67244898
2520,Eusebio,Gonzalez,165,70,1918,23.67244898
2521,Doc,Bass,165,70,1918,23.67244898
2522,Mickey,Devine,165,70,1918,23.67244898
2523,Ed,Gill,165,70,1919,23.67244898
2524,Frank,Ellerbe,165,70,1919,23.67244898
2525,Hod,Ford,165,70,1919,23.67244898
2526,Art,Ewoldt,165,70,1919,23.67244898
2527,Charlie,Eckert,165,70,1919,23.67244898
2528,Babe,Twombly,165,70,1920,23.67244898
2529,Jim,O'Neill,165,70,1920,23.67244898
2530,Johnny,Meador,165,70,1920,23.67244898
2531,Ed,Hock,165,70,1920,23.67244898
2532,Clarence,Huber,165,70,1920,23.67244898
2533,Goldie,Rapp,165,70,1921,23.67244898
2534,Specs,Toporcer,165,70,1921,23.67244898
2535,Lu,Blue,165,70,1921,23.67244898
2536,Johnny,Cooney,165,70,1921,23.67244898
2537,Joe,Sargent,165,70,1921,23.67244898
2538,Hod,Fenner,165,70,1921,23.67244898
2539,John,Mohardt,165,70,1922,23.67244898
2540,Hub,Pruett,165,70,1922,23.67244898
2541,Jewel,Ens,165,70,1922,23.67244898
2542,Joe,Rabbitt,165,70,1922,23.67244898
2543,Logan,Drake,165,70,1922,23.67244898
2544,Jake,Propst,165,70,1923,23.67244898
2545,Mack,Hillis,165,70,1924,23.67244898
2546,Pip,Koehler,165,70,1925,23.67244898
2547,Ownie,Carroll,165,70,1925,23.67244898
2548,Bill,Hunnefield,165,70,1926,23.67244898
2549,Jackie,Hayes,165,70,1927,23.67244898
2550,Grant,Gillis,165,70,1927,23.67244898
2551,Charlie,Bates,165,70,1927,23.67244898
2552,Pinky,Whitney,165,70,1928,23.67244898
2553,John,Goodell,165,70,1928,23.67244898
2554,Ed,Montague,165,70,1928,23.67244898
2555,Russ,Scarritt,165,70,1929,23.67244898
2556,Bruce,Cunningham,165,70,1929,23.67244898
2557,Dan,Jessee,165,70,1929,23.67244898
2558,Benny,Frey,165,70,1929,23.67244898
2559,Ed,Grimes,165,70,1931,23.67244898
2560,Joel,Hunt,165,70,1931,23.67244898
2561,Fred,Koster,165,70,1931,23.67244898
2562,Frankie,Crosetti,165,70,1932,23.67244898
2563,Lou,Polli,165,70,1932,23.67244898
2564,George,Knothe,165,70,1932,23.67244898
2565,Al,Reiss,165,70,1932,23.67244898
2566,Ollie,Bejma,165,70,1934,23.67244898
2567,Ed,Boland,165,70,1934,23.67244898
2568,Leon,Pettit,165,70,1935,23.67244898
2569,Al,Cuccinello,165,70,1935,23.67244898
2570,Fred,Lucas,165,70,1935,23.67244898
2571,Chile,Gomez,165,70,1935,23.67244898
2572,Wedo,Martini,165,70,1935,23.67244898
2573,Emil,Mailho,165,70,1936,23.67244898
2574,Don,Gutteridge,165,70,1936,23.67244898
2575,Jennings,Poindexter,165,70,1936,23.67244898
2576,Tony,Malinosky,165,70,1937,23.67244898
2577,Otto,Huber,165,70,1939,23.67244898
2578,Chris,Hartje,165,70,1939,23.67244898
2579,Hal,White,165,70,1941,23.67244898
2580,Thurman,Tucker,165,70,1942,23.67244898
2581,Dick,Adkins,165,70,1942,23.67244898
2582,Eddie,Turchin,165,70,1943,23.67244898
2583,Tony,Parisse,165,70,1943,23.67244898
2584,Gene,Mauch,165,70,1944,23.67244898
2585,Tony,York,165,70,1944,23.67244898
2586,Gene,Patton,165,70,1944,23.67244898
2587,John,Antonelli,165,70,1944,23.67244898
2588,Gene,Handley,165,70,1946,23.67244898
2589,Chuck,Diering,165,70,1947,23.67244898
2590,Carl,Erskine,165,70,1948,23.67244898
2591,Ed,Albrecht,165,70,1949,23.67244898
2592,Ed,Samcoff,165,70,1951,23.67244898
2593,Al,Federoff,165,70,1951,23.67244898
2594,Bud,Hardin,165,70,1952,23.67244898
2595,Jack,Daniels,165,70,1952,23.67244898
2596,Don,Liddle,165,70,1953,23.67244898
2597,Nino,Escalera,165,70,1954,23.67244898
2598,Charlie,Gorin,165,70,1954,23.67244898
2599,Milt,Smith,165,70,1955,23.67244898
2600,Charlie,Neal,165,70,1956,23.67244898
2601,Larry,Raines,165,70,1957,23.67244898
2602,Garland,Shifflett,165,70,1957,23.67244898
2603,Ossie,Alvarez,165,70,1958,23.67244898
2604,Joe,Koppe,165,70,1958,23.67244898
2605,Lee,Tate,165,70,1958,23.67244898
2606,Rudy,Arias,165,70,1959,23.67244898
2607,Tony,Martinez,165,70,1963,23.67244898
2608,Marv,Staehle,165,70,1964,23.67244898
2609,Tommy,Helms,165,70,1964,23.67244898
2610,Wayne,Redmond,165,70,1965,23.67244898
2611,Lee,Bales,165,70,1966,23.67244898
2612,Winston,Llenas,165,70,1968,23.67244898
2613,Jerry,Nyman,165,70,1968,23.67244898
2614,Ted,Sizemore,165,70,1969,23.67244898
2615,Coco,Laboy,165,70,1969,23.67244898
2616,Billy,Grabarkewitz,165,70,1969,23.67244898
2617,Fred,Stanley,165,70,1969,23.67244898
2618,Mickey,Rivers,165,70,1970,23.67244898
2619,Steve,Mingori,165,70,1970,23.67244898
2620,Jack,Brohamer,165,70,1972,23.67244898
2621,Damaso,Blanco,165,70,1972,23.67244898
2622,Cy,Acosta,165,70,1972,23.67244898
2623,John,Gamble,165,70,1972,23.67244898
2624,Craig,Robinson,165,70,1972,23.67244898
2625,Fernando,Gonzalez,165,70,1972,23.67244898
2626,Gene,Locklear,165,70,1973,23.67244898
2627,Jim,Dwyer,165,70,1973,23.67244898
2628,Rick,Burleson,165,70,1974,23.67244898
2629,Sixto,Lezcano,165,70,1974,23.67244898
2630,Rich,Puig,165,70,1974,23.67244898
2631,Rafael,Landestoy,165,70,1977,23.67244898
2632,Ken,Landreaux,165,70,1977,23.67244898
2633,Alex,Trevino,165,70,1978,23.67244898
2634,Tom,Brookens,165,70,1979,23.67244898
2635,Jim,Wessinger,165,70,1979,23.67244898
2636,Leo,Sutherland,165,70,1980,23.67244898
2637,John,Moses,165,70,1982,23.67244898
2638,Mike,Brumley,165,70,1987,23.67244898
2639,Nelson,Liriano,165,70,1987,23.67244898
2640,Scott,Lusader,165,70,1987,23.67244898
2641,Brian,Dubois,165,70,1989,23.67244898
2642,Paul,Faries,165,70,1990,23.67244898
2643,Ever,Magallanes,165,70,1991,23.67244898
2644,Tito,Navarro,165,70,1993,23.67244898
2645,Fausto,Cruz,165,70,1994,23.67244898
2646,F. P.,Santangelo,165,70,1995,23.67244898
2647,Dave,Hajek,165,70,1995,23.67244898
2648,Matt,Howard,165,70,1996,23.67244898
2649,Terry,Jones,165,70,1996,23.67244898
