"","nameFirst","nameLast","weight","height","debut","BMI"
"1","Jon","Rauch",290,83,2002,30.30918856
"2","Andy","Sisco",270,82,2005,28.91136228
"3","Chris","Young",255,82,2004,27.30517549
"4","Eric","Hillman",235,82,1992,25.1635931
"5","Andrew","Brackman",230,82,2011,24.6281975
"6","Randy","Johnson",225,82,1988,24.0928019
"7","Jeff","Niemann",285,81,2008,31.27572016
"8","Kam","Mickolio",255,81,2008,27.98353909
"9","John","Holdzkom",245,81,2014,26.8861454
"10","Mark","Hendrickson",240,81,2002,26.33744856
"11","Terry","Bross",234,81,1991,25.67901235
"12","Johnny","Gee",225,81,1939,24.69135802
"13","Alex","Meyer",225,81,2015,24.69135802
"14","Adam","Russell",280,80,2008,31.5
"15","Sean","West",275,80,2009,30.9375
"16","Dellin","Betances",265,80,2011,29.8125
"17","Jason","Hirsh",250,80,2006,28.125
"18","Nate","Freiman",250,80,2013,28.125
"19","Stefan","Wever",245,80,1982,27.5625
"20","Kameron","Loe",245,80,2004,27.5625
"21","Phil","Stockman",240,80,2006,27
"22","Michael","Schwimer",240,80,2011,27
"23","Mark","Acre",235,80,1994,26.4375
"24","Darren","Clarke",235,80,2007,26.4375
"25","Kyle","Snyder",230,80,2003,25.875
"26","Chris","Volstad",230,80,2008,25.875
"27","Logan","Ondrusek",230,80,2010,25.875
"28","Mike","Naymick",225,80,1939,25.3125
"29","Gene","Conley",225,80,1952,25.3125
"30","Lee","Guetterman",225,80,1984,25.3125
"31","Jeff","Nelson",225,80,1992,25.3125
"32","Graeme","Lloyd",225,80,1993,25.3125
"33","Nate","Minchey",225,80,1993,25.3125
"34","J. R.","Richard",222,80,1971,24.975
"35","Steve","Ellsworth",220,80,1988,24.75
"36","Mike","Smithson",215,80,1982,24.1875
"37","Chris","Martin",215,80,2014,24.1875
"38","Joe","Vitko",210,80,1992,23.625
"39","Doug","Fister",210,80,2009,23.625
"40","Tony","Clark",205,80,1995,23.0625
"41","Billy","Taylor",200,80,1994,22.5
"42","CC","Sabathia",285,79,2001,32.87934626
"43","Elvis","Araujo",270,79,2015,31.14885435
"44","Aaron","Harang",260,79,2002,29.99519308
"45","Franklyn","German",260,79,2002,29.99519308
"46","Michael","Pineda",260,79,2011,29.99519308
"47","Phil","Klein",260,79,2014,29.99519308
"48","Steven","Moya",260,79,2014,29.99519308
"49","Frank","Howard",255,79,1958,29.41836244
"50","Chuck","Malone",250,79,1990,28.84153181
"51","Jeff","D'Amico",250,79,1996,28.84153181
"52","Josh","Johnson",250,79,2005,28.84153181
"53","Brian","Flynn",250,79,2013,28.84153181
"54","Buddy","Harris",245,79,1970,28.26470117
"55","Jeff","Juden",245,79,1991,28.26470117
"56","Blake","Beavan",245,79,2011,28.26470117
"57","Dane","De La Rosa",245,79,2011,28.26470117
"58","Jared","Hughes",245,79,2011,28.26470117
"59","Tim","Birtsas",240,79,1985,27.68787053
"60","Scott","Elarton",240,79,1998,27.68787053
"61","Mike","Pelfrey",240,79,2006,27.68787053
"62","Phillippe","Aumont",240,79,2012,27.68787053
"63","Duke","Welker",240,79,2013,27.68787053
"64","Bobby","Munoz",237,79,1993,27.34177215
"65","Slim","McGrew",235,79,1922,27.1110399
"66","Derek","Aucoin",235,79,1996,27.1110399
"67","Brian","Falkenborg",235,79,1999,27.1110399
"68","Adam","Wainwright",235,79,2005,27.1110399
"69","Johnny","Hellweg",235,79,2013,27.1110399
"70","John","Candelaria",230,79,1975,26.53420926
"71","Tim","Stoddard",230,79,1975,26.53420926
"72","Ben","Callahan",230,79,1983,26.53420926
"73","Dennis","Rasmussen",230,79,1983,26.53420926
"74","Jerry","Spradlin",230,79,1993,26.53420926
"75","Desi","Wilson",230,79,1996,26.53420926
"76","Damon","Minor",230,79,2000,26.53420926
"77","Troy","Mattes",230,79,2001,26.53420926
"78","Ben","Diggins",230,79,2002,26.53420926
"79","Aaron","Taylor",230,79,2002,26.53420926
"80","Anthony","Ranaudo",230,79,2014,26.53420926
"81","Walt","Bond",228,79,1960,26.30347701
"82","Ron","Jackson",225,79,1954,25.95737863
"83","Rich","Gale",225,79,1978,25.95737863
"84","Ryan","Minor",225,79,1998,25.95737863
"85","Rick","Heiserman",225,79,1999,25.95737863
"86","Daniel","Cabrera",225,79,2004,25.95737863
"87","Sean","Marshall",225,79,2006,25.95737863
"88","Joel","Guzman",225,79,2006,25.95737863
"89","Greg","Reynolds",225,79,2008,25.95737863
"90","Scott","Patterson",225,79,2008,25.95737863
"91","Ed","Halicki",220,79,1974,25.38054799
"92","Peter","Hoy",220,79,1992,25.38054799
"93","Billy","Ashley",220,79,1992,25.38054799
"94","John","Ericks",220,79,1995,25.38054799
"95","Bill","Hurst",220,79,1996,25.38054799
"96","Nate","Teut",220,79,2002,25.38054799
"97","Brandon","McCarthy",220,79,2005,25.38054799
"98","Scott","Feldman",220,79,2005,25.38054799
"99","Mike","Schultz",220,79,2007,25.38054799
"100","Trystan","Magnuson",220,79,2011,25.38054799
"101","Stu","Pomeranz",220,79,2012,25.38054799
"102","Michael","Tonkin",220,79,2013,25.38054799
"103","Dick","Ricketts",215,79,1959,24.80371735
"104","Bill","Davis",215,79,1965,24.80371735
"105","Bob","Chlupsa",215,79,1970,24.80371735
"106","Jim","McKee",215,79,1972,24.80371735
"107","Rick","Sutcliffe",215,79,1976,24.80371735
"108","John","Davis",215,79,1987,24.80371735
"109","Bob","Scanlan",215,79,1991,24.80371735
"110","Jim","Pittsley",215,79,1995,24.80371735
"111","Willie","Adams",215,79,1996,24.80371735
"112","Tom","Davey",215,79,1999,24.80371735
"113","Dustin","Nippert",215,79,2005,24.80371735
"114","T. J.","Beam",215,79,2006,24.80371735
"115","Ben","McDonald",212,79,1989,24.45761897
"116","Tom","Parsons",210,79,1963,24.22688672
"117","John","Duffie",210,79,1967,24.22688672
"118","Rich","Bordi",210,79,1980,24.22688672
"119","Dave","Otto",210,79,1987,24.22688672
"120","Jeff","McCurry",210,79,1995,24.22688672
"121","Sean","Maloney",210,79,1997,24.22688672
"122","Blake","Stein",210,79,1998,24.22688672
"123","Eric","Eckenstahler",210,79,2002,24.22688672
"124","Ryan","Speier",210,79,2005,24.22688672
"125","Jered","Weaver",210,79,2006,24.22688672
"126","Andrew","Miller",210,79,2006,24.22688672
"127","George","Throop",205,79,1975,23.65005608
"128","Billy","Smith",200,79,1981,23.07322544
"129","Marvin","Freeman",200,79,1986,23.07322544
"130","Ben","Ford",200,79,1998,23.07322544
"131","Sam","Narron",200,79,2004,23.07322544
"132","Slim","Love",195,79,1913,22.49639481
"133","Jim","Dorsey",190,79,1980,21.91956417
"134","Mike","Witt",185,79,1981,21.34273354
"135","Dave","Pavlas",180,79,1990,20.7659029
"136","Adam","Dunn",285,78,2001,33.72781065
"137","Seth","McClung",280,78,2003,33.13609467
"138","Brad","Eldred",270,78,2005,31.95266272
"139","Humberto","Sanchez",270,78,2008,31.95266272
"140","Val","Pascucci",265,78,2004,31.36094675
"141","Alfredo","Simon",265,78,2008,31.36094675
"142","Kyle","Blanks",265,78,2009,31.36094675
"143","Seth","Rosin",265,78,2014,31.36094675
"144","Scott","Munter",260,78,2005,30.76923077
"145","Randy","Messenger",260,78,2005,30.76923077
"146","Justin","Masterson",260,78,2008,30.76923077
"147","Eddie","Kunz",260,78,2008,30.76923077
"148","Francis","Beltran",255,78,2002,30.17751479
"149","Colter","Bean",255,78,2005,30.17751479
"150","Willie","Smith",250,78,1994,29.58579882
"151","Steve","Rain",250,78,1999,29.58579882
"152","Kevin","Gregg",245,78,2003,28.99408284
"153","Ryan","Webb",245,78,2009,28.99408284
"154","Mat","Latos",245,78,2009,28.99408284
"155","Joe","Mahoney",245,78,2012,28.99408284
"156","Jimmy","Nelson",245,78,2013,28.99408284
"157","Mark","Hutton",240,78,1993,28.40236686
"158","Matt","Murray",240,78,1995,28.40236686
"159","Jamey","Wright",240,78,1996,28.40236686
"160","Guillermo","Mota",240,78,1999,28.40236686
"161","Ryan","Rupe",240,78,1999,28.40236686
"162","Alan","Newman",240,78,1999,28.40236686
"163","Michael","Restovich",240,78,2002,28.40236686
"164","Chris","Spurling",240,78,2003,28.40236686
"165","Jeremy","Griffiths",240,78,2003,28.40236686
"166","Corey","Hart",240,78,2004,28.40236686
"167","Jim","Johnson",240,78,2006,28.40236686
"168","Jose","Veras",240,78,2006,28.40236686
"169","Billy","Petrick",240,78,2007,28.40236686
"170","Aaron","Poreda",240,78,2009,28.40236686
"171","Giancarlo","Stanton",240,78,2010,28.40236686
"172","Zach","McAllister",240,78,2011,28.40236686
"173","Noah","Syndergaard",240,78,2015,28.40236686
"174","Paul","Martin",235,78,1955,27.81065089
"175","Dave","Frost",235,78,1977,27.81065089
"176","Andy","Benes",235,78,1989,27.81065089
"177","Jose","Silva",235,78,1996,27.81065089
"178","Roy","Smith",235,78,2001,27.81065089
"179","John","Lackey",235,78,2002,27.81065089
"180","Matt","Thornton",235,78,2004,27.81065089
"181","Adam","Loewen",235,78,2006,27.81065089
"182","John","Mayberry",235,78,2009,27.81065089
"183","Dan","Cortes",235,78,2010,27.81065089
"184","Michael","Crotta",235,78,2011,27.81065089
"185","Jonathan","Pettibone",235,78,2013,27.81065089
"186","Scott","Snodgress",235,78,2014,27.81065089
"187","Jim","Weaver",230,78,1928,27.21893491
"188","Dick","Radatz",230,78,1962,27.21893491
"189","Pete","Koegel",230,78,1970,27.21893491
"190","Mike","Poepping",230,78,1975,27.21893491
"191","Ed","Lynch",230,78,1980,27.21893491
"192","Brad","Lesley",230,78,1982,27.21893491
"193","Greg","Booker",230,78,1983,27.21893491
"194","Scott","Service",230,78,1988,27.21893491
"195","Derek","Lowe",230,78,1997,27.21893491
"196","Chris","Carpenter",230,78,1997,27.21893491
"197","B. J.","Ryan",230,78,1999,27.21893491
"198","Julio","Zuleta",230,78,2000,27.21893491
"199","Sean","Green",230,78,2006,27.21893491
"200","Andrew","Brown",230,78,2006,27.21893491
"201","Chad","Reineke",230,78,2008,27.21893491
"202","Bryan","Augenstein",230,78,2009,27.21893491
"203","Pedro","Beato",230,78,2011,27.21893491
"204","Drew","VerHagen",230,78,2014,27.21893491
"205","Dave","DeBusschere",225,78,1962,26.62721893
"206","Rick","Henninger",225,78,1973,26.62721893
"207","Bob","Ferris",225,78,1979,26.62721893
"208","Charlie","Kerfeld",225,78,1985,26.62721893
"209","Joe","Magrane",225,78,1987,26.62721893
"210","Stacy","Jones",225,78,1991,26.62721893
"211","Tim","Pugh",225,78,1992,26.62721893
"212","Jason","Johnson",225,78,1997,26.62721893
"213","Jimmy","Hurst",225,78,1997,26.62721893
"214","Roy","Halladay",225,78,1998,26.62721893
"215","Jason","Phillips",225,78,1999,26.62721893
"216","Sam","Marsonek",225,78,2004,26.62721893
"217","Jason","Hammel",225,78,2006,26.62721893
"218","Chris","Leroux",225,78,2009,26.62721893
"219","Scott","Rice",225,78,2013,26.62721893
"220","Frank","McElyea",221,78,1942,26.15384615
"221","Anton","Falch",220,78,1884,26.03550296
"222","Dave","Davenport",220,78,1914,26.03550296
"223","Hans","Rasmussen",220,78,1915,26.03550296
"224","Don","Gile",220,78,1959,26.03550296
"225","Gary","Kroll",220,78,1964,26.03550296
"226","Cotton","Nash",220,78,1967,26.03550296
"227","Dave","Winfield",220,78,1973,26.03550296
"228","Mike","Bruhert",220,78,1978,26.03550296
"229","Jeff","Little",220,78,1980,26.03550296
"230","Mark","Dempsey",220,78,1982,26.03550296
"231","Chuck","Finley",220,78,1986,26.03550296
"232","Randy","Hennis",220,78,1990,26.03550296
"233","Mo","Sanford",220,78,1991,26.03550296
"234","Steve","Cooke",220,78,1992,26.03550296
"235","Bill","Wertz",220,78,1993,26.03550296
"236","Brian","Givens",220,78,1995,26.03550296
"237","Oscar","Henriquez",220,78,1997,26.03550296
"238","Carlton","Loewer",220,78,1998,26.03550296
"239","Brian","Tallet",220,78,2002,26.03550296
"240","Ben","Kozlowski",220,78,2002,26.03550296
"241","Casey","Daigle",220,78,2004,26.03550296
"242","Jordan","Tata",220,78,2006,26.03550296
"243","Tom","Mastny",220,78,2006,26.03550296
"244","Tommy","Hanson",220,78,2009,26.03550296
"245","Dustin","Richardson",220,78,2009,26.03550296
"246","Tom","Wilhelmsen",220,78,2011,26.03550296
"247","Taylor","Jungmann",220,78,2015,26.03550296
"248","Henry","Owens",220,78,2015,26.03550296
"249","Steve","Curry",217,78,1988,25.68047337
"250","Chris","Van Cuyk",215,78,1950,25.44378698
"251","Frank","Sullivan",215,78,1953,25.44378698
"252","Ron","Reed",215,78,1966,25.44378698
"253","Dick","Thoenen",215,78,1967,25.44378698
"254","Wayne","Twitchell",215,78,1970,25.44378698
"255","Jim","Minshall",215,78,1974,25.44378698
"256","Sam","Hinds",215,78,1977,25.44378698
"257","Mike","Jones",215,78,1980,25.44378698
"258","Jay","Baller",215,78,1982,25.44378698
"259","Mark","Gubicza",215,78,1984,25.44378698
"260","Roger","Mason",215,78,1984,25.44378698
"261","Dan","Gakeler",215,78,1991,25.44378698
"262","Ron","Blazier",215,78,1996,25.44378698
"263","Brian","McNichol",215,78,1999,25.44378698
"264","Rick","Bauer",215,78,2001,25.44378698
"265","Steve","Cishek",215,78,2010,25.44378698
"266","Brad","Brach",215,78,2011,25.44378698
"267","Luke","Putkonen",215,78,2012,25.44378698
"268","Josh","Wall",215,78,2012,25.44378698
"269","Kyle","Gibson",215,78,2013,25.44378698
"270","Carson","Smith",215,78,2014,25.44378698
"271","Mike","Wright",215,78,2015,25.44378698
"272","Bob","Veale",212,78,1962,25.0887574
"273","Ron","Diorio",212,78,1973,25.0887574
"274","Dan","Naulty",211,78,1996,24.9704142
"275","Jay","Spurgeon",211,78,2000,24.9704142
"276","Paul","Kardow",210,78,1936,24.85207101
"277","Dave","Kingman",210,78,1971,24.85207101
"278","Mike","Barlow",210,78,1975,24.85207101
"279","Gary","Holle",210,78,1979,24.85207101
"280","Jeff","Robinson",210,78,1987,24.85207101
"281","Erik","Hanson",210,78,1988,24.85207101
"282","Rick","Luecken",210,78,1989,24.85207101
"283","Steve","Adkins",210,78,1990,24.85207101
"284","Tom","Drees",210,78,1991,24.85207101
"285","Ben","Rivera",210,78,1992,24.85207101
"286","Jon","Garland",210,78,2000,24.85207101
"287","Jesse","Foppert",210,78,2003,24.85207101
"288","Ryan","Madson",210,78,2003,24.85207101
"289","Craig","Hansen",210,78,2005,24.85207101
"290","David","Price",210,78,2008,24.85207101
"291","Michael","Wacha",210,78,2013,24.85207101
"292","Cecil","Upshaw",205,78,1966,24.26035503
"293","Mark","Ballinger",205,78,1971,24.26035503
"294","David","West",205,78,1988,24.26035503
"295","Richie","Sexson",205,78,1997,24.26035503
"296","Jim","Hoey",205,78,2006,24.26035503
"297","Brian","Broderick",205,78,2011,24.26035503
"298","Brad","Rigby",203,78,1997,24.02366864
"299","Joe","Stanka",201,78,1959,23.78698225
"300","Howie","Schultz",200,78,1943,23.66863905
"301","Dick","Hall",200,78,1952,23.66863905
"302","Don","Schwall",200,78,1961,23.66863905
"303","Glenn","Abbott",200,78,1973,23.66863905
"304","Jim","Umbarger",200,78,1975,23.66863905
"305","J. J.","Thobe",200,78,1995,23.66863905
"306","Mark","Mulder",200,78,2000,23.66863905
"307","Sean","Douglass",200,78,2001,23.66863905
"308","John","Patterson",200,78,2002,23.66863905
"309","Luis","Martinez",200,78,2003,23.66863905
"310","John","O'Donoghue",198,78,1993,23.43195266
"311","Ewell","Blackwell",195,78,1942,23.07692308
"312","Garry","Roggenburk",195,78,1963,23.07692308
"313","Bill","Parsons",195,78,1971,23.07692308
"314","Tom","Thobe",195,78,1995,23.07692308
"315","Jason","Davis",195,78,2002,23.07692308
"316","Claude","Davenport",193,78,1920,22.84023669
"317","Steve","Hamilton",190,78,1961,22.4852071
"318","Darryl","Strawberry",190,78,1983,22.4852071
"319","Scott","Anderson",190,78,1987,22.4852071
"320","Larry","Luebbers",190,78,1993,22.4852071
"321","Jerry","Blevins",190,78,2007,22.4852071
"322","Toby","Borland",186,78,1994,22.01183432
"323","Nellie","King",185,78,1954,21.89349112
"324","Eric","Moody",185,78,1997,21.89349112
"325","Cy","Swaim",180,78,1897,21.30177515
"326","Slim","Harriss",180,78,1920,21.30177515
"327","Jim","Pearce",180,78,1949,21.30177515
"328","Chris","Sale",180,78,2010,21.30177515
"329","Walter","Young",320,77,2005,38.85984146
"330","Kennys","Vargas",290,77,2014,35.21673132
"331","Chad","Paronto",285,77,2001,34.6095463
"332","Tyler","Robertson",285,77,2012,34.6095463
"333","Calvin","Pickering",283,77,1998,34.36667229
"334","Jose","Ceda",280,77,2010,34.00236128
"335","Romulo","Sanchez",270,77,2007,32.78799123
"336","Jonathan","Albaladejo",270,77,2007,32.78799123
"337","Carl","Pavano",265,77,1998,32.18080621
"338","Kenley","Jansen",265,77,2010,32.18080621
"339","Carlos","Peguero",260,77,2011,31.57362118
"340","Will","Smith",260,77,2012,31.57362118
"341","Fernando","Seguignol",257,77,1998,31.20931017
"342","Michael","Taylor",255,77,2011,30.96643616
"343","Antonio","Alfonseca",250,77,1997,30.35925114
"344","J. J.","Putz",250,77,2003,30.35925114
"345","Jason","Botts",250,77,2005,30.35925114
"346","Phil","Hughes",250,77,2007,30.35925114
"347","Jordan","Walden",250,77,2010,30.35925114
"348","Robert","Coello",250,77,2010,30.35925114
"349","Carl","Thomas",245,77,1960,29.75206612
"350","Mike","Busch",245,77,1995,29.75206612
"351","Rocky","Coppinger",245,77,1996,29.75206612
"352","Frank","Gracesqui",245,77,2004,29.75206612
"353","Roman","Colon",245,77,2004,29.75206612
"354","Mike","Morse",245,77,2005,29.75206612
"355","David","Purcey",245,77,2008,29.75206612
"356","Bryan","LaHair",245,77,2008,29.75206612
"357","Clayton","Richard",245,77,2008,29.75206612
"358","Jason","Heyward",245,77,2010,29.75206612
"359","Josh","Lueke",245,77,2011,29.75206612
"360","Clint","Robinson",245,77,2012,29.75206612
"361","Deolis","Guerra",245,77,2015,29.75206612
"362","Pat","Strange",243,77,2002,29.50919211
"363","Ed","Walker",242,77,1902,29.3877551
"364","Frank","Thomas",240,77,1990,29.14488109
"365","Robbie","Beckett",240,77,1996,29.14488109
"366","Derrek","Lee",240,77,1997,29.14488109
"367","Marc","Pisciotta",240,77,1997,29.14488109
"368","Mark","Lukasiewicz",240,77,2001,29.14488109
"369","Jayson","Werth",240,77,2002,29.14488109
"370","Ryan","Shealy",240,77,2005,29.14488109
"371","Erick","Threets",240,77,2007,29.14488109
"372","Wes","Whisler",240,77,2009,29.14488109
"373","Blake","Wood",240,77,2010,29.14488109
"374","Brian","Schlitter",240,77,2010,29.14488109
"375","Matt","Reynolds",240,77,2010,29.14488109
"376","Lance","Lynn",240,77,2011,29.14488109
"377","Drew","Pomeranz",240,77,2011,29.14488109
"378","Curtis","Partch",240,77,2013,29.14488109
"379","Trevor","May",240,77,2014,29.14488109
"380","Mac","Williamson",240,77,2015,29.14488109
"381","Jim","Bibby",235,77,1972,28.53769607
"382","Ed","Nunez",235,77,1982,28.53769607
"383","Bill","Dawley",235,77,1983,28.53769607
"384","Andy","Pettitte",235,77,1995,28.53769607
"385","Paul","Wilson",235,77,1996,28.53769607
"386","Vladimir","Nunez",235,77,1998,28.53769607
"387","Marcus","Jones",235,77,2000,28.53769607
"388","Hee-Seop","Choi",235,77,2002,28.53769607
"389","Travis","Hughes",235,77,2004,28.53769607
"390","Nick","Masset",235,77,2006,28.53769607
"391","Garrett","Jones",235,77,2007,28.53769607
"392","Charlie","Morton",235,77,2008,28.53769607
"393","Madison","Bumgarner",235,77,2009,28.53769607
"394","Brandon","Workman",235,77,2013,28.53769607
"395","Jon","Edwards",235,77,2014,28.53769607
"396","Josh","Sharpless",234,77,2006,28.41625907
"397","Clarence","Woods",230,77,1914,27.93051105
"398","Hal","Erickson",230,77,1953,27.93051105
"399","Stan","Williams",230,77,1958,27.93051105
"400","Steve","Renko",230,77,1969,27.93051105
"401","Dave","Parker",230,77,1973,27.93051105
"402","Cameron","Drew",230,77,1988,27.93051105
"403","Ty","Van Burkleo",230,77,1993,27.93051105
"404","Jason","Christiansen",230,77,1995,27.93051105
"405","Chris","Hook",230,77,1995,27.93051105
"406","Curt","Lyons",230,77,1996,27.93051105
"407","Eric","Weaver",230,77,1998,27.93051105
"408","Jeremy","Powell",230,77,1998,27.93051105
"409","Robert","Ramsay",230,77,1999,27.93051105
"410","Erik","Hiljus",230,77,1999,27.93051105
"411","Chad","Hutchinson",230,77,2001,27.93051105
"412","Josh","Beckett",230,77,2001,27.93051105
"413","Scott","Sobkowiak",230,77,2001,27.93051105
"414","Mark","Prior",230,77,2002,27.93051105
"415","Aaron","Heilman",230,77,2003,27.93051105
"416","Colt","Morton",230,77,2007,27.93051105
"417","Randy","Wells",230,77,2008,27.93051105
"418","Matt","Wieters",230,77,2009,27.93051105
"419","Steven","Jackson",230,77,2009,27.93051105
"420","Tyson","Ross",230,77,2010,27.93051105
"421","Rommie","Lewis",230,77,2010,27.93051105
"422","Nick","Hagadone",230,77,2011,27.93051105
"423","A. J.","Griffin",230,77,2012,27.93051105
"424","Christian","Garcia",230,77,2012,27.93051105
"425","Simon","Castro",230,77,2013,27.93051105
"426","Mario","Hollands",230,77,2014,27.93051105
"427","Blake","Treinen",230,77,2014,27.93051105
"428","Gregory","Polanco",230,77,2014,27.93051105
"429","Matt","Clark",230,77,2014,27.93051105
"430","Sammy","Solis",230,77,2015,27.93051105
"431","Joey","Gallo",230,77,2015,27.93051105
"432","Larry","McLean",228,77,1901,27.68763704
"433","Pinky","Woods",225,77,1943,27.32332602
"434","Turkey","Tyson",225,77,1944,27.32332602
"435","Dick","Joyce",225,77,1965,27.32332602
"436","Gene","Brabender",225,77,1966,27.32332602
"437","Jim","Britton",225,77,1967,27.32332602
"438","Doc","Medich",225,77,1972,27.32332602
"439","Jack","Baker",225,77,1976,27.32332602
"440","Al","Autry",225,77,1976,27.32332602
"441","Len","Barker",225,77,1976,27.32332602
"442","Steve","Crawford",225,77,1980,27.32332602
"443","Tom","Niedenfuer",225,77,1981,27.32332602
"444","Joe","Lansford",225,77,1982,27.32332602
"445","Tommy","Greene",225,77,1989,27.32332602
"446","Mark","Clark",225,77,1991,27.32332602
"447","Greg","Pirkl",225,77,1993,27.32332602
"448","Rich","Loiselle",225,77,1996,27.32332602
"449","Joe","Davenport",225,77,1999,27.32332602
"450","Anthony","Shumaker",225,77,1999,27.32332602
"451","Rob","Bell",225,77,2000,27.32332602
"452","Nate","Rolison",225,77,2000,27.32332602
"453","Dan","Wright",225,77,2001,27.32332602
"454","Dave","Pember",225,77,2002,27.32332602
"455","Joe","Mauer",225,77,2004,27.32332602
"456","Justin","Verlander",225,77,2005,27.32332602
"457","Matt","Smith",225,77,2006,27.32332602
"458","Jared","Burton",225,77,2007,27.32332602
"459","Rocky","Cherry",225,77,2007,27.32332602
"460","Justin","Maxwell",225,77,2007,27.32332602
"461","Luke","Hochevar",225,77,2007,27.32332602
"462","Jeff","Samardzija",225,77,2008,27.32332602
"463","Brent","Leach",225,77,2009,27.32332602
"464","Andrew","Cashner",225,77,2010,27.32332602
"465","Domonic","Brown",225,77,2010,27.32332602
"466","Mike","McClendon",225,77,2010,27.32332602
"467","Freddie","Freeman",225,77,2010,27.32332602
"468","Casey","Crosby",225,77,2012,27.32332602
"469","Domingo","Santana",225,77,2014,27.32332602
"470","Taylor","Thompson",225,77,2014,27.32332602
"471","Drew","Henson",222,77,2002,26.95901501
"472","Walt","Dropo",220,77,1949,26.716141
"473","Hy","Cohen",220,77,1955,26.716141
"474","Mike","Lee",220,77,1960,26.716141
"475","John","Pregenzer",220,77,1963,26.716141
"476","Roy","Gleason",220,77,1963,26.716141
"477","Pete","Craig",220,77,1964,26.716141
"478","Mike","Torrez",220,77,1967,26.716141
"479","Fran","Healy",220,77,1969,26.716141
"480","Lerrin","LaGrow",220,77,1970,26.716141
"481","Andy","Hassler",220,77,1971,26.716141
"482","Dave","Downs",220,77,1972,26.716141
"483","Timothy","Jones",220,77,1977,26.716141
"484","Jeff","Stember",220,77,1980,26.716141
"485","Lee","Smith",220,77,1980,26.716141
"486","Mark","Mercer",220,77,1981,26.716141
"487","Curt","Wardle",220,77,1984,26.716141
"488","Steve","Shields",220,77,1985,26.716141
"489","Andy","Allanson",220,77,1986,26.716141
"490","Jack","Armstrong",220,77,1988,26.716141
"491","Mike","Harkey",220,77,1988,26.716141
"492","Kevin","Mmahat",220,77,1989,26.716141
"493","Wayne","Rosenthal",220,77,1991,26.716141
"494","Doug","Brocail",220,77,1992,26.716141
"495","Tim","Costo",220,77,1992,26.716141
"496","Cliff","Floyd",220,77,1993,26.716141
"497","Erik","Schullstrom",220,77,1994,26.716141
"498","LaTroy","Hawkins",220,77,1995,26.716141
"499","Matt","Luke",220,77,1996,26.716141
"500","Todd","Dunn",220,77,1996,26.716141
"501","Robert","Ellis",220,77,1996,26.716141
"502","Kennie","Steenstra",220,77,1998,26.716141
"503","Troy","Glaus",220,77,1998,26.716141
"504","Kevin","McGlinchy",220,77,1999,26.716141
"505","Mark","Redman",220,77,1999,26.716141
"506","Matt","Kinney",220,77,2000,26.716141
"507","Brian","Reith",220,77,2001,26.716141
"508","Brian","Bowles",220,77,2001,26.716141
"509","John","Ennis",220,77,2002,26.716141
"510","Kevin","Gryboski",220,77,2002,26.716141
"511","Jason","Beverlin",220,77,2002,26.716141
"512","Eric","Junge",220,77,2002,26.716141
"513","Jason","Gilfillan",220,77,2003,26.716141
"514","Jason","Szuminski",220,77,2004,26.716141
"515","Jason","Dubois",220,77,2004,26.716141
"516","Marty","McLeary",220,77,2004,26.716141
"517","Jeff","Francis",220,77,2004,26.716141
"518","Rich","Hill",220,77,2005,26.716141
"519","Zach","Jackson",220,77,2006,26.716141
"520","Micah","Owings",220,77,2007,26.716141
"521","Eddie","Bonine",220,77,2008,26.716141
"522","Scott","Richmond",220,77,2008,26.716141
"523","Wade","Davis",220,77,2009,26.716141
"524","John","Axford",220,77,2009,26.716141
"525","Adam","Ottavino",220,77,2010,26.716141
"526","Brandon","Belt",220,77,2011,26.716141
"527","Eric","Surkamp",220,77,2011,26.716141
"528","Kyle","Waldrop",220,77,2011,26.716141
"529","Steve","Delabar",220,77,2011,26.716141
"530","Nate","Jones",220,77,2012,26.716141
"531","Yu","Darvish",220,77,2012,26.716141
"532","Miles","Mikolas",220,77,2012,26.716141
"533","Jordan","Danks",220,77,2012,26.716141
"534","Jim","Henderson",220,77,2012,26.716141
"535","Carter","Capps",220,77,2012,26.716141
"536","Brandon","Maurer",220,77,2013,26.716141
"537","Chris","Bassitt",220,77,2014,26.716141
"538","Marcus","Hatley",220,77,2015,26.716141
"539","Colin","Rea",220,77,2015,26.716141
"540","R C","Stevens",219,77,1958,26.594704
"541","Don","Williams",218,77,1963,26.47326699
"542","John","Braun",218,77,1964,26.47326699
"543","Greg","Wells",218,77,1981,26.47326699
"544","Joel","Johnston",218,77,1991,26.47326699
"545","Alan","Brice",215,77,1961,26.10895598
"546","Jim","Nash",215,77,1966,26.10895598
"547","Bill","Harrelson",215,77,1968,26.10895598
"548","Ed","Acosta",215,77,1970,26.10895598
"549","Terry","Cox",215,77,1970,26.10895598
"550","Mark","Schaeffer",215,77,1972,26.10895598
"551","Phil","Meeler",215,77,1972,26.10895598
"552","Roy","Thomas",215,77,1977,26.10895598
"553","Britt","Burns",215,77,1978,26.10895598
"554","Tony","Brizzolara",215,77,1979,26.10895598
"555","Mike","Mendoza",215,77,1979,26.10895598
"556","Bob","Tufts",215,77,1981,26.10895598
"557","Mike","Marshall",215,77,1981,26.10895598
"558","Tom","Henke",215,77,1982,26.10895598
"559","Calvin","Schiraldi",215,77,1984,26.10895598
