"","nameFirst","nameLast","weight","height","debut","BMI"
"2884","Kevin","Maas",195,75,1990,24.96
"2885","Jeff","Carter",195,75,1991,24.96
"2886","Stan","Royer",195,75,1991,24.96
"2887","Pat","Rapp",195,75,1992,24.96
"2888","Blas","Minor",195,75,1992,24.96
"2889","Todd","Pratt",195,75,1992,24.96
"2890","Shawn","Barton",195,75,1992,24.96
"2891","Allen","Watson",195,75,1993,24.96
"2892","John","Hope",195,75,1993,24.96
"2893","John","Johnstone",195,75,1993,24.96
"2894","Andrew","Lorraine",195,75,1994,24.96
"2895","Carlos","Perez",195,75,1995,24.96
"2896","Dustin","Hermanson",195,75,1995,24.96
"2897","Derek","Jeter",195,75,1995,24.96
"2898","Pat","Ahearne",195,75,1995,24.96
"2899","Chris","Widger",195,75,1995,24.96
"2900","Ray","Montgomery",195,75,1996,24.96
"2901","Mac","Suzuki",195,75,1996,24.96
"2902","Bronson","Heflin",195,75,1996,24.96
"2903","Trey","Beamon",195,75,1996,24.96
"2904","Brian","Moehler",195,75,1996,24.96
"2905","Robert","Dodd",195,75,1998,24.96
"2906","Jeff","Liefer",195,75,1999,24.96
"2907","Clay","Bellinger",195,75,1999,24.96
"2908","Ryan","Glynn",195,75,1999,24.96
"2909","Pat","Daneker",195,75,1999,24.96
"2910","Chris","Stowers",195,75,1999,24.96
"2911","Derrick","Turnbow",195,75,2000,24.96
"2912","Brian","Tollberg",195,75,2000,24.96
"2913","Joe","Crede",195,75,2000,24.96
"2914","Jason","Smith",195,75,2001,24.96
"2915","Jayson","Durocher",195,75,2002,24.96
"2916","Luke","Hudson",195,75,2002,24.96
"2917","Ricardo","Rodriguez",195,75,2002,24.96
"2918","Clay","Condrey",195,75,2002,24.96
"2919","Matt","Guerrier",195,75,2004,24.96
"2920","Rafael","Perez",195,75,2006,24.96
"2921","Jerry","Owens",195,75,2006,24.96
"2922","Josh","Geer",195,75,2008,24.96
"2923","Mike","Hinckley",195,75,2008,24.96
"2924","Anthony","Claggett",195,75,2009,24.96
"2925","Blake","Hawksworth",195,75,2009,24.96
"2926","Anthony","Slama",195,75,2010,24.96
"2927","Jeff","Frazier",195,75,2010,24.96
"2928","Aaron","Crow",195,75,2011,24.96
"2929","Zach","Britton",195,75,2011,24.96
"2930","Drew","Hutchison",195,75,2012,24.96
"2931","Jarred","Cosart",195,75,2013,24.96
"2932","Ben","Rowen",195,75,2014,24.96
"2933","Sam","Tuivailala",195,75,2014,24.96
"2934","Chris","Heston",195,75,2014,24.96
"2935","Tyler","Olson",195,75,2015,24.96
"2936","Tim","Cooney",195,75,2015,24.96
"2937","Tyler","Wagner",195,75,2015,24.96
"2938","Matt","Wisler",195,75,2015,24.96
"2939","Keon","Broxton",195,75,2015,24.96
"2940","Rick","Waits",194,75,1973,24.832
"2941","Rafael","Medina",194,75,1998,24.832
"2942","Kane","Davis",194,75,2000,24.832
"2943","Ken","Jones",193,75,1924,24.704
"2944","Ed","Butka",193,75,1943,24.704
"2945","Rick","Monday",193,75,1966,24.704
"2946","Joe","Cannon",193,75,1977,24.704
"2947","Mike","Armstrong",193,75,1980,24.704
"2948","Erik","Sabel",193,75,1999,24.704
"2949","Gene","Cocreham",192,75,1913,24.576
"2950","Lefty","Hoerst",192,75,1940,24.576
"2951","Jim","Hickman",192,75,1962,24.576
"2952","Dennis","Bennett",192,75,1962,24.576
"2953","Bryan","Oelkers",192,75,1983,24.576
"2954","Kurt","Ainsworth",192,75,2001,24.576
"2955","Jack","Wallaesa",191,75,1940,24.448
"2956","Monty","Pfyl",190,75,1907,24.32
"2957","George","McConnell",190,75,1909,24.32
"2958","Jack","Kading",190,75,1910,24.32
"2959","Phil","Douglas",190,75,1912,24.32
"2960","Fred","House",190,75,1913,24.32
"2961","Tom","Burr",190,75,1914,24.32
"2962","Dick","Kauffman",190,75,1914,24.32
"2963","Howard","Ehmke",190,75,1915,24.32
"2964","Razor","Ledbetter",190,75,1915,24.32
"2965","Stan","Rees",190,75,1918,24.32
"2966","Bob","Meusel",190,75,1920,24.32
"2967","Eddie","Brown",190,75,1920,24.32
"2968","Lefty","Grove",190,75,1925,24.32
"2969","Jim","Faulkner",190,75,1927,24.32
"2970","Peaches","Davis",190,75,1936,24.32
"2971","Bill","Kalfass",190,75,1937,24.32
"2972","Red","Jones",190,75,1940,24.32
"2973","Earl","Johnson",190,75,1940,24.32
"2974","Les","Mueller",190,75,1941,24.32
"2975","Al","Gerheauser",190,75,1943,24.32
"2976","Red","Barbary",190,75,1943,24.32
"2977","Mickey","Kreitner",190,75,1943,24.32
"2978","Earl","Reid",190,75,1946,24.32
"2979","Marv","Grissom",190,75,1946,24.32
"2980","Dick","Starr",190,75,1947,24.32
"2981","Roy","Smalley",190,75,1948,24.32
"2982","Mike","Palm",190,75,1948,24.32
"2983","Bob","Miller",190,75,1949,24.32
"2984","Don","Lenhardt",190,75,1950,24.32
"2985","Dick","Donovan",190,75,1950,24.32
"2986","Ernie","Johnson",190,75,1950,24.32
"2987","Dave","Madison",190,75,1950,24.32
"2988","Thornton","Kipper",190,75,1953,24.32
"2989","Bob","Trice",190,75,1953,24.32
"2990","Tom","Herrin",190,75,1954,24.32
"2991","Jim","Bunning",190,75,1955,24.32
"2992","Rocky","Colavito",190,75,1955,24.32
"2993","Moe","Drabowsky",190,75,1956,24.32
"2994","Jim","Derrington",190,75,1956,24.32
"2995","Tony","Kubek",190,75,1957,24.32
"2996","Milt","Pappas",190,75,1957,24.32
"2997","George","Thomas",190,75,1957,24.32
"2998","Ron","Hansen",190,75,1958,24.32
"2999","Kent","Hadley",190,75,1958,24.32
"3000","John","Fitzgerald",190,75,1958,24.32
"3001","Dick","LeMay",190,75,1961,24.32
"3002","Tommie","Aaron",190,75,1962,24.32
"3003","Ken","McMullen",190,75,1962,24.32
"3004","Fred","Lasher",190,75,1963,24.32
"3005","Sonny","Siebert",190,75,1964,24.32
"3006","Roger","Repoz",190,75,1964,24.32
"3007","Jim","Northrup",190,75,1964,24.32
"3008","Jim","Palmer",190,75,1965,24.32
"3009","Rich","Beck",190,75,1965,24.32
"3010","Larry","Jaster",190,75,1965,24.32
"3011","Pat","Dobson",190,75,1967,24.32
"3012","Cito","Gaston",190,75,1967,24.32
"3013","Mike","Jackson",190,75,1970,24.32
"3014","Harry","Parker",190,75,1970,24.32
"3015","Jim","Rittwage",190,75,1970,24.32
"3016","Bill","Bonham",190,75,1971,24.32
"3017","Mike","Thompson",190,75,1971,24.32
"3018","Doyle","Alexander",190,75,1971,24.32
"3019","Randy","Moffitt",190,75,1972,24.32
"3020","Dick","Ruthven",190,75,1973,24.32
"3021","Tom","Carroll",190,75,1974,24.32
"3022","Larry","Herndon",190,75,1974,24.32
"3023","Larry","Parrish",190,75,1974,24.32
"3024","Brock","Pemberton",190,75,1974,24.32
"3025","Jim","Hughes",190,75,1974,24.32
"3026","Larry","Anderson",190,75,1974,24.32
"3027","Randy","Tate",190,75,1975,24.32
"3028","Jim","Gideon",190,75,1975,24.32
"3029","Willie","Wilson",190,75,1976,24.32
"3030","Al","Woods",190,75,1977,24.32
"3031","Barry","Bonnell",190,75,1977,24.32
"3032","Dick","Davis",190,75,1977,24.32
"3033","Don","Aase",190,75,1977,24.32
"3034","Matt","Keough",190,75,1977,24.32
"3035","Allen","Ripley",190,75,1978,24.32
"3036","Bob","Welch",190,75,1978,24.32
"3037","Jim","Wilhelm",190,75,1978,24.32
"3038","Fred","Howard",190,75,1979,24.32
"3039","Rusty","Kuntz",190,75,1979,24.32
"3040","Roger","Slagle",190,75,1979,24.32
"3041","Jim","Lewis",190,75,1979,24.32
"3042","Roger","Weaver",190,75,1980,24.32
"3043","John","Hobbs",190,75,1981,24.32
"3044","Orel","Hershiser",190,75,1983,24.32
"3045","Mike","Fuentes",190,75,1983,24.32
"3046","Jim","Weaver",190,75,1985,24.32
"3047","Steve","Lyons",190,75,1985,24.32
"3048","Colin","Ward",190,75,1985,24.32
"3049","Chuck","Hensley",190,75,1986,24.32
"3050","Jeff","Hamilton",190,75,1986,24.32
"3051","Dave","Magadan",190,75,1986,24.32
"3052","Rick","Rodriguez",190,75,1986,24.32
"3053","Mike","Sharperson",190,75,1987,24.32
"3054","Jack","Savage",190,75,1987,24.32
"3055","Adam","Peterson",190,75,1987,24.32
"3056","Don","August",190,75,1988,24.32
"3057","Greg","Harris",190,75,1988,24.32
"3058","Joe","Skalski",190,75,1989,24.32
"3059","Randy","Veres",190,75,1989,24.32
"3060","Scott","Radinsky",190,75,1990,24.32
"3061","Carlos","Diaz",190,75,1990,24.32
"3062","Scott","Lewis",190,75,1990,24.32
"3063","Garland","Kiser",190,75,1991,24.32
"3064","Dan","Wilson",190,75,1992,24.32
"3065","Jessie","Hollins",190,75,1992,24.32
"3066","Kirk","Rueter",190,75,1993,24.32
"3067","Brad","Cornett",190,75,1994,24.32
"3068","Ray","McDavid",190,75,1994,24.32
"3069","Garret","Anderson",190,75,1994,24.32
"3070","Gary","Wilson",190,75,1995,24.32
"3071","Ron","Rightnowar",190,75,1995,24.32
"3072","Gene","Schall",190,75,1995,24.32
"3073","Jeff","Ware",190,75,1995,24.32
"3074","Brian","Bevil",190,75,1996,24.32
"3075","Joe","Ayrault",190,75,1996,24.32
"3076","Gene","Kingsale",190,75,1996,24.32
"3077","Bob","Smith",190,75,1998,24.32
"3078","David","Holdridge",190,75,1998,24.32
"3079","Jay","Tessmer",190,75,1998,24.32
"3080","Matt","Clement",190,75,1998,24.32
"3081","Scott","Sauerbeck",190,75,1999,24.32
"3082","Ryan","Franklin",190,75,1999,24.32
"3083","Mike","Porzio",190,75,1999,24.32
"3084","Adam","Pettyjohn",190,75,2001,24.32
"3085","Tim","Spooneybarger",190,75,2001,24.32
"3086","Brandon","Puffer",190,75,2002,24.32
"3087","Tommy","Phelps",190,75,2003,24.32
"3088","Mark","Malaska",190,75,2003,24.32
"3089","Jon","Switzer",190,75,2003,24.32
"3090","Jimmy","Gobble",190,75,2003,24.32
"3091","Mike","Wood",190,75,2003,24.32
"3092","Travis","Blackley",190,75,2004,24.32
"3093","Jack","Taschner",190,75,2005,24.32
"3094","Angel","Guzman",190,75,2006,24.32
"3095","Andy","Sonnanstine",190,75,2007,24.32
"3096","Clay","Buchholz",190,75,2007,24.32
"3097","Brian","Barton",190,75,2008,24.32
"3098","R. J.","Swindle",190,75,2008,24.32
"3099","Matt","Fox",190,75,2010,24.32
"3100","Evan","Scribner",190,75,2011,24.32
"3101","Drew","Smyly",190,75,2012,24.32
"3102","Chris","Archer",190,75,2012,24.32
"3103","Kevin","Gausman",190,75,2013,24.32
"3104","Donnie","Joseph",190,75,2013,24.32
"3105","Andre","Rienzo",190,75,2013,24.32
"3106","Jose","Ramirez",190,75,2014,24.32
"3107","Kyle","Hendricks",190,75,2014,24.32
"3108","Erik","Goeddel",190,75,2014,24.32
"3109","Justin","Nicolino",190,75,2015,24.32
"3110","Travis","Jankowski",190,75,2015,24.32
"3111","Tony","Zych",190,75,2015,24.32
"3112","Jorge","Lopez",190,75,2015,24.32
"3113","Brent","Strom",189,75,1972,24.192
"3114","Mickey","Mahler",189,75,1977,24.192
"3115","Bob","Clark",188,75,1920,24.064
"3116","Bob","Wiesler",188,75,1951,24.064
"3117","Dave","Wickersham",188,75,1960,24.064
"3118","Roe","Skidmore",188,75,1970,24.064
"3119","Jesse","Jefferson",188,75,1973,24.064
"3120","Joe","Winkelsas",188,75,1999,24.064
"3121","Jim","Galloway",187,75,1912,23.936
"3122","Tip","Tobin",187,75,1932,23.936
"3123","Gus","Keriazakos",187,75,1950,23.936
"3124","Neil","Chrisley",187,75,1957,23.936
"3125","Manny","Seoane",187,75,1977,23.936
"3126","Chuck","Porter",187,75,1981,23.936
"3127","David","Wells",187,75,1987,23.936
"3128","Trey","Hodges",187,75,2002,23.936
"3129","Tom","Carroll",186,75,1955,23.808
"3130","Ricky","Jones",186,75,1986,23.808
"3131","Robert","Gibson",185,75,1890,23.68
"3132","Addie","Joss",185,75,1902,23.68
"3133","Wish","Egan",185,75,1902,23.68
"3134","Ed","Barry",185,75,1905,23.68
"3135","Chet","Nourse",185,75,1909,23.68
"3136","Bill","Prough",185,75,1912,23.68
"3137","Bill","Herring",185,75,1915,23.68
"3138","Jack","Nabors",185,75,1915,23.68
"3139","Rube","Parnham",185,75,1916,23.68
"3140","George","Ellison",185,75,1920,23.68
"3141","Ed","Carroll",185,75,1929,23.68
"3142","Randy","Gumpert",185,75,1936,23.68
"3143","Emmett","O'Neill",185,75,1943,23.68
"3144","Rex","Barney",185,75,1943,23.68
"3145","Andy","Hansen",185,75,1944,23.68
"3146","Charlie","Sproull",185,75,1945,23.68
"3147","Bill","Ayers",185,75,1947,23.68
"3148","Virgil","Stallcup",185,75,1947,23.68
"3149","Al","Widmar",185,75,1947,23.68
"3150","Buzz","Dozier",185,75,1947,23.68
"3151","Al","Papai",185,75,1948,23.68
"3152","Murray","Wall",185,75,1950,23.68
"3153","Ted","Tappe",185,75,1950,23.68
"3154","Jim","Waugh",185,75,1952,23.68
"3155","Ed","Wolfe",185,75,1952,23.68
"3156","Al","Lary",185,75,1954,23.68
"3157","John","Edelman",185,75,1955,23.68
"3158","Al","Cicotte",185,75,1957,23.68
"3159","Ralph","Lumenti",185,75,1957,23.68
"3160","Red","Witt",185,75,1957,23.68
"3161","Rudy","Hernandez",185,75,1960,23.68
"3162","Bill","Dailey",185,75,1961,23.68
"3163","Tony","Conigliaro",185,75,1964,23.68
"3164","Rich","Reese",185,75,1964,23.68
"3165","Dave","Boswell",185,75,1964,23.68
"3166","Jim","Bethke",185,75,1965,23.68
"3167","Adrian","Garrett",185,75,1966,23.68
"3168","Roberto","Rodriguez",185,75,1967,23.68
"3169","Pat","House",185,75,1967,23.68
"3170","Tom","Murphy",185,75,1968,23.68
"3171","Juan","Rios",185,75,1969,23.68
"3172","Doug","Adams",185,75,1969,23.68
"3173","Bobby","Mitchell",185,75,1970,23.68
"3174","Richie","Moloney",185,75,1970,23.68
"3175","Steve","Luebber",185,75,1971,23.68
"3176","Terry","Humphrey",185,75,1971,23.68
"3177","Bob","Gallagher",185,75,1972,23.68
"3178","Charlie","Hudson",185,75,1972,23.68
"3179","Doug","Howard",185,75,1972,23.68
"3180","Bill","Campbell",185,75,1973,23.68
"3181","John","Denny",185,75,1974,23.68
"3182","Ken","Clay",185,75,1977,23.68
"3183","Duane","Theiss",185,75,1977,23.68
"3184","Danny","Darwin",185,75,1978,23.68
"3185","Neil","Allen",185,75,1979,23.68
"3186","Freddie","Martinez",185,75,1980,23.68
"3187","Bob","Walk",185,75,1980,23.68
"3188","Mike","Hart",185,75,1980,23.68
"3189","Bill","Bordley",185,75,1980,23.68
"3190","Gil","Kubski",185,75,1980,23.68
"3191","Andy","McGaffigan",185,75,1981,23.68
"3192","Jim","Smith",185,75,1982,23.68
"3193","Rick","Ownbey",185,75,1982,23.68
"3194","Charles","Hudson",185,75,1983,23.68
"3195","Tony","Ghelfi",185,75,1983,23.68
"3196","Daryl","Boston",185,75,1984,23.68
"3197","Jay","Tibbs",185,75,1984,23.68
"3198","Jeff","Barkley",185,75,1984,23.68
"3199","Brian","Snyder",185,75,1985,23.68
"3200","Rob","Woodward",185,75,1985,23.68
"3201","Jon","Perlman",185,75,1985,23.68
"3202","Tom","Edens",185,75,1987,23.68
"3203","Jeff","Fischer",185,75,1987,23.68
"3204","Gary","Mielke",185,75,1987,23.68
"3205","Van","Snider",185,75,1988,23.68
"3206","Dennis","Cook",185,75,1988,23.68
"3207","Gary","Wayne",185,75,1989,23.68
"3208","Steve","Olin",185,75,1989,23.68
"3209","Stan","Belinda",185,75,1989,23.68
"3210","Brent","Knackert",185,75,1990,23.68
"3211","Howard","Farmer",185,75,1990,23.68
"3212","Moises","Alou",185,75,1990,23.68
"3213","Paul","Abbott",185,75,1990,23.68
"3214","Hector","Wagner",185,75,1990,23.68
"3215","Jeff","Richardson",185,75,1990,23.68
"3216","John","Briscoe",185,75,1991,23.68
"3217","Calvin","Jones",185,75,1991,23.68
"3218","Chris","Haney",185,75,1991,23.68
"3219","Alex","Arias",185,75,1992,23.68
"3220","Dave","Nilsson",185,75,1992,23.68
"3221","Jerry","Nielsen",185,75,1992,23.68
"3222","Rich","Scheid",185,75,1992,23.68
"3223","Javy","Lopez",185,75,1992,23.68
"3224","Jason","Bere",185,75,1993,23.68
"3225","Steve","Dreyer",185,75,1993,23.68
"3226","Steve","Trachsel",185,75,1993,23.68
"3227","Ismael","Valdez",185,75,1994,23.68
"3228","Todd","Williams",185,75,1995,23.68
"3229","Scott","Sheldon",185,75,1997,23.68
"3230","John","Snyder",185,75,1998,23.68
"3231","Shannon","Withem",185,75,1998,23.68
"3232","Michael","Barrett",185,75,1998,23.68
"3233","Steve","Schrenk",185,75,1999,23.68
"3234","Jason","Ryan",185,75,1999,23.68
"3235","Bronson","Arroyo",185,75,2000,23.68
"3236","Bret","Prinz",185,75,2001,23.68
"3237","Jared","Sandberg",185,75,2001,23.68
"3238","Runelvys","Hernandez",185,75,2002,23.68
"3239","Andy","Van Hekken",185,75,2002,23.68
"3240","Aquilino","Lopez",185,75,2003,23.68
"3241","Prentice","Redman",185,75,2003,23.68
"3242","Melvin","Upton",185,75,2004,23.68
"3243","Mike","O'Connor",185,75,2006,23.68
"3244","Jeff","Karstens",185,75,2006,23.68
"3245","Nick","Adenhart",185,75,2008,23.68
"3246","Manny","Machado",185,75,2012,23.68
"3247","Chasen","Shreve",185,75,2014,23.68
"3248","Alex","Claudio",185,75,2014,23.68
"3249","Adam","Conley",185,75,2015,23.68
"3250","Jeff","Ferrell",185,75,2015,23.68
"3251","Johnny","Welch",184,75,1926,23.552
"3252","Dick","Weik",184,75,1948,23.552
"3253","Don","Hankins",183,75,1927,23.424
"3254","Al","Javery",183,75,1940,23.424
"3255","Vicente","Amor",182,75,1955,23.296
"3256","Walter","Plock",180,75,1891,23.04
"3257","Cooney","Snyder",180,75,1898,23.04
"3258","Slim","Sallee",180,75,1908,23.04
"3259","Rube","Marquard",180,75,1908,23.04
"3260","George","Shears",180,75,1912,23.04
"3261","Slim","Harrell",180,75,1912,23.04
"3262","Bob","Gandy",180,75,1916,23.04
"3263","Andy","Rush",180,75,1925,23.04
"3264","Ed","Fallenstein",180,75,1931,23.04
"3265","Charlie","Wiedemeyer",180,75,1934,23.04
"3266","Emmett","Nelson",180,75,1935,23.04
"3267","Oscar","Georgy",180,75,1938,23.04
"3268","Alex","Mustaikis",180,75,1940,23.04
"3269","Charlie","Bowles",180,75,1943,23.04
"3270","Norm","Brown",180,75,1943,23.04
"3271","Pat","Cooper",180,75,1946,23.04
"3272","Earl","Torgeson",180,75,1947,23.04
"3273","Satchel","Paige",180,75,1948,23.04
"3274","Pat","McGlothin",180,75,1949,23.04
"3275","Billy","Hoeft",180,75,1952,23.04
"3276","Fred","Van Dusen",180,75,1955,23.04
"3277","Dick","Ellsworth",180,75,1958,23.04
"3278","John","Glenn",180,75,1960,23.04
"3279","Fred","Newman",180,75,1962,23.04
"3280","Tommy","John",180,75,1963,23.04
"3281","Dennis","Higgins",180,75,1966,23.04
"3282","John","Lamb",180,75,1970,23.04
"3283","Ed","Goodson",180,75,1970,23.04
"3284","Rich","Gossage",180,75,1972,23.04
"3285","Mac","Scarce",180,75,1972,23.04
"3286","Bill","Almon",180,75,1974,23.04
"3287","John","Balaz",180,75,1974,23.04
"3288","Rawly","Eastwick",180,75,1974,23.04
"3289","Rick","Baldwin",180,75,1975,23.04
"3290","Rob","Dressler",180,75,1975,23.04
"3291","Craig","Mitchell",180,75,1975,23.04
"3292","Andre","Dawson",180,75,1976,23.04
"3293","Willie","Hernandez",180,75,1977,23.04
"3294","Hal","Dues",180,75,1977,23.04
"3295","John","Caneira",180,75,1977,23.04
"3296","Roger","Erickson",180,75,1978,23.04
"3297","Mike","Chris",180,75,1979,23.04
"3298","Mark","Davis",180,75,1980,23.04
"3299","Jeff","Bettendorf",180,75,1984,23.04
"3300","Rene","Gonzales",180,75,1984,23.04
"3301","Randy","St. Claire",180,75,1984,23.04
"3302","Tracy","Jones",180,75,1986,23.04
"3303","Mitch","Williams",180,75,1986,23.04
"3304","Rob","Mallicoat",180,75,1987,23.04
"3305","Rolando","Roomes",180,75,1988,23.04
"3306","Zach","Crouch",180,75,1988,23.04
"3307","Jeff","Huson",180,75,1988,23.04
"3308","Mike","Smith",180,75,1989,23.04
"3309","Wally","Whitehurst",180,75,1989,23.04
"3310","Jason","Grimsley",180,75,1989,23.04
"3311","Dana","Kiecker",180,75,1990,23.04
"3312","Scott","Leius",180,75,1990,23.04
"3313","Heathcliff","Slocumb",180,75,1991,23.04
"3314","Jeff","Darwin",180,75,1994,23.04
"3315","Scott","Watkins",180,75,1995,23.04
"3316","Ramon","Fermin",180,75,1995,23.04
"3317","Terry","Adams",180,75,1995,23.04
"3318","Clint","Sodowsky",180,75,1995,23.04
"3319","Mike","Milchin",180,75,1996,23.04
"3320","Al","Levine",180,75,1996,23.04
"3321","Terrell","Lowery",180,75,1997,23.04
"3322","Mike","Heathcott",180,75,1998,23.04
"3323","Gil","Meche",180,75,1999,23.04
"3324","Kenny","Kelly",180,75,2000,23.04
"3325","Wilfredo","Rodriguez",180,75,2001,23.04
"3326","Steve","Randolph",180,75,2003,23.04
"3327","Felix","Sanchez",180,75,2003,23.04
"3328","Scott","Dunn",180,75,2004,23.04
"3329","David","Carpenter",180,75,2012,23.04
"3330","Ryan","Jackson",180,75,2012,23.04
"3331","Hector","Rondon",180,75,2013,23.04
"3332","Grant","Green",180,75,2013,23.04
"3333","Caleb","Joseph",180,75,2014,23.04
"3334","Kelby","Tomlinson",180,75,2015,23.04
"3335","Yadiel","Rivera",180,75,2015,23.04
"3336","Gene","Dale",179,75,1911,22.912
"3337","John","Reilly",178,75,1880,22.784
"3338","Bob","Long",178,75,1981,22.784
"3339","Farmer","Vaughn",177,75,1886,22.656
"3340","Rankin","Johnson",177,75,1941,22.656
"3341","Tom","Magrann",177,75,1989,22.656
"3342","Pug","Cavet",176,75,1911,22.528
"3343","Bert","Inks",175,75,1891,22.4
"3344","Harry","McNeal",175,75,1901,22.4
"3345","Henry","Mathewson",175,75,1906,22.4
"3346","Hap","Myers",175,75,1910,22.4
"3347","Paul","Carter",175,75,1914,22.4
"3348","Larry","Douglas",175,75,1915,22.4
"3349","Uel","Eubanks",175,75,1922,22.4
"3350","Foster","Edwards",175,75,1925,22.4
"3351","Oral","Hildebrand",175,75,1931,22.4
"3352","Harry","Kimberlin",175,75,1936,22.4
"3353","Max","Macon",175,75,1938,22.4
"3354","Len","Gilmore",175,75,1944,22.4
"3355","Jess","Pike",175,75,1946,22.4
"3356","Gene","Stephens",175,75,1952,22.4
"3357","Jim","Willis",175,75,1953,22.4
"3358","Tom","Flanigan",175,75,1954,22.4
"3359","George","O'Donnell",175,75,1954,22.4
"3360","Rene","Valdes",175,75,1957,22.4
"3361","George","Alusik",175,75,1958,22.4
"3362","Jim","Roland",175,75,1962,22.4
"3363","Jim","Merritt",175,75,1965,22.4
"3364","Joe","Coleman",175,75,1965,22.4
"3365","Tommy","Gramly",175,75,1968,22.4
"3366","Mike","Kilkenny",175,75,1969,22.4
"3367","Clay","Kirby",175,75,1969,22.4
"3368","Earl","Stephenson",175,75,1971,22.4
"3369","Garry","Maddox",175,75,1972,22.4
"3370","Joe","Staton",175,75,1972,22.4
"3371","Hank","Webb",175,75,1972,22.4
"3372","Johnny","Grubb",175,75,1972,22.4
"3373","Danny","Fife",175,75,1973,22.4
"3374","Pat","Darcy",175,75,1974,22.4
"3375","Don","Kirkwood",175,75,1974,22.4
"3376","Joe","Simpson",175,75,1975,22.4
"3377","Odell","Jones",175,75,1975,22.4
"3378","Mark","Fidrych",175,75,1976,22.4
"3379","Thad","Bosley",175,75,1977,22.4
"3380","Gary","Cooper",175,75,1980,22.4
"3381","Pat","Tabler",175,75,1981,22.4
"3382","Pat","Sheridan",175,75,1981,22.4
"3383","Ricky","Wright",175,75,1982,22.4
"3384","Dennis","Powell",175,75,1985,22.4
"3385","Juan","Nieves",175,75,1986,22.4
"3386","Gary","Green",175,75,1986,22.4
"3387","Jose","Nunez",175,75,1987,22.4
"3388","Eric","Hetzel",175,75,1989,22.4
"3389","Jose","Cano",175,75,1989,22.4
"3390","Juan","Gonzalez",175,75,1989,22.4
"3391","Jonathan","Hurst",175,75,1992,22.4
"3392","John","Thomson",175,75,1997,22.4
"3393","John","LeRoy",175,75,1997,22.4
"3394","Willis","Roberts",175,75,1999,22.4
"3395","Dan","Reichert",175,75,1999,22.4
"3396","Matt","Miller",175,75,2001,22.4
"3397","Jung","Bong",175,75,2002,22.4
"3398","Drew","Macias",175,75,2007,22.4
"3399","Jose","Urena",175,75,2015,22.4
"3400","Fred","Hahn",174,75,1952,22.272
"3401","John","Flannery",173,75,1977,22.144
"3402","Tom","Borland",172,75,1960,22.016
"3403","Johnny","Ruffin",172,75,1993,22.016
"3404","Trench","Davis",171,75,1985,21.888
"3405","Wally","Andrews",170,75,1884,21.76
"3406","Tom","Glass",170,75,1925,21.76
"3407","Russ","Christopher",170,75,1942,21.76
"3408","Johnny","Kucks",170,75,1955,21.76
"3409","Dan","Schneider",170,75,1963,21.76
"3410","Steve","Hargan",170,75,1965,21.76
"3411","George","Kernek",170,75,1965,21.76
"3412","Billy","Rohr",170,75,1967,21.76
"3413","Jose","Arcia",170,75,1968,21.76
"3414","David","Green",170,75,1981,21.76
"3415","Charlie","Mitchell",170,75,1984,21.76
"3416","Jose","Mesa",170,75,1987,21.76
"3417","Tim","Drummond",170,75,1987,21.76
"3418","Robert","Eenhoorn",170,75,1994,21.76
"3419","Rafael","Quirico",170,75,1996,21.76
"3420","Jose","Jimenez",170,75,1998,21.76
"3421","Jason","Boyd",170,75,1999,21.76
"3422","Tarrik","Brock",170,75,2000,21.76
"3423","Reynaldo","Garcia",170,75,2002,21.76
"3424","Andrew","Good",170,75,2003,21.76
"3425","Manny","Corpas",170,75,2006,21.76
"3426","Cesar","Carrillo",170,75,2009,21.76
"3427","Carl","Edwards",170,75,2015,21.76
"3428","Mutt","Wilson",167,75,1920,21.376
"3429","Rick","Gorecki",167,75,1997,21.376
"3430","Ralph","Hamner",165,75,1946,21.12
"3431","Ed","Keegan",165,75,1959,21.12
"3432","Hipolito","Pena",165,75,1986,21.12
"3433","Vicente","Palacios",165,75,1987,21.12
"3434","Justin","Duchscherer",165,75,2001,21.12
"3435","Edwar","Ramirez",165,75,2007,21.12
"3436","Luis","Rivera",163,75,2000,20.864
"3437","Ned","Garvin",160,75,1896,20.48
"3438","Omar","Daal",160,75,1993,20.48
"3439","Rusty","Meacham",155,75,1991,19.84
"3440","Dmitri","Young",295,74,1996,38.78743608
"3441","Carlos","Lee",270,74,1999,35.50036523
"3442","Juan","Diaz",269,74,2002,35.3688824
"3443","Carlos","Maldonado",260,74,2006,34.18553689
"3444","Victor","Marte",260,74,2009,34.18553689
"3445","Cameron","Rupp",260,74,2013,34.18553689
"3446","Toby","Hall",255,74,2000,33.52812272
"3447","Alberto","Castillo",255,74,2008,33.52812272
"3448","Brad","Nelson",255,74,2008,33.52812272
"3449","John","Lindsey",255,74,2010,33.52812272
"3450","Joel","Carreno",255,74,2011,33.52812272
"3451","Hyun-jin","Ryu",255,74,2013,33.52812272
"3452","Yasiel","Puig",255,74,2013,33.52812272
"3453","Yasmany","Tomas",255,74,2015,33.52812272
"3454","Bill","Hall",250,74,1913,32.87070855
"3455","Johnny","Hutchings",250,74,1940,32.87070855
"3456","Rod","Barajas",250,74,1999,32.87070855
"3457","Ryan","Bukvich",250,74,2002,32.87070855
"3458","Frank","Francisco",250,74,2004,32.87070855
